epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,110.377,1.10622,0.97683,1.22854,0.84323,0.73951,0.83187,0.53549,1.06979,0.98368,1.20954,0.00161588,0.00161588,0.00161588
99,111.411,1.07505,0.98281,1.22216,0.72379,0.78146,0.81574,0.54198,1.05009,0.9453,1.21194,0.00161192,0.00161192,0.00161192
100,112.437,1.11108,1.06062,1.25816,0.82505,0.766,0.83511,0.55805,1.03316,0.90502,1.20876,0.00160796,0.00160796,0.00160796
101,113.459,1.0404,1.00286,1.20618,0.83536,0.72406,0.83109,0.56095,1.00619,0.90506,1.20199,0.001604,0.001604,0.001604
102,114.527,1.08172,0.99382,1.23053,0.78253,0.74834,0.83228,0.57009,0.94943,0.92687,1.19216,0.00160004,0.00160004,0.00160004
103,115.593,1.07567,1.05851,1.24199,0.78082,0.74172,0.81973,0.53534,1.04037,0.91744,1.21712,0.00159608,0.00159608,0.00159608
104,116.622,1.14194,1.08996,1.25776,0.80658,0.64018,0.75012,0.49971,1.00846,1.06055,1.19733,0.00159212,0.00159212,0.00159212
105,117.636,1.09132,1.01612,1.23347,0.74838,0.68212,0.7563,0.51114,0.97045,0.96662,1.20189,0.00158816,0.00158816,0.00158816
106,118.663,1.00737,0.97717,1.19399,0.78779,0.68837,0.80036,0.53529,1.00384,0.93701,1.19945,0.0015842,0.0015842,0.0015842
107,119.706,0.98621,0.91337,1.18175,0.82761,0.7351,0.82718,0.56172,0.95159,0.90347,1.19895,0.00158024,0.00158024,0.00158024
108,120.736,1.05076,0.95393,1.20504,0.72888,0.74184,0.79124,0.52835,1.00107,0.99133,1.21203,0.00157628,0.00157628,0.00157628
109,121.751,1.02546,0.98103,1.17856,0.78023,0.73669,0.81105,0.55192,1.0266,0.98568,1.21695,0.00157232,0.00157232,0.00157232
110,122.783,0.98017,0.92749,1.18097,0.77355,0.78146,0.8221,0.56155,0.97816,0.93979,1.19251,0.00156836,0.00156836,0.00156836
111,123.823,1.04,0.9297,1.21162,0.79011,0.78146,0.83575,0.55184,0.99429,0.93093,1.19537,0.0015644,0.0015644,0.0015644
112,125.026,1.00074,0.86798,1.16021,0.78153,0.76821,0.81572,0.54639,0.97495,0.90431,1.17273,0.00156044,0.00156044,0.00156044
113,126.033,1.05003,0.97997,1.19535,0.79822,0.70734,0.80196,0.53825,0.97236,0.93672,1.16617,0.00155648,0.00155648,0.00155648
114,127.06,1.01566,0.96133,1.19038,0.7953,0.71523,0.80456,0.52144,1.03908,0.97433,1.22771,0.00155252,0.00155252,0.00155252
115,128.12,1.02798,1.00812,1.18782,0.77924,0.77042,0.82594,0.54296,1.0309,1.16002,1.20616,0.00154856,0.00154856,0.00154856
116,129.158,1.03072,0.95078,1.1956,0.78375,0.75497,0.81876,0.55804,0.9683,1.06264,1.17906,0.0015446,0.0015446,0.0015446
117,130.178,1.07591,0.99142,1.22961,0.81033,0.73562,0.82926,0.57508,0.99955,0.98115,1.20523,0.00154064,0.00154064,0.00154064
118,131.262,0.98691,0.91255,1.15932,0.8494,0.72848,0.84731,0.5851,0.98289,0.98233,1.18354,0.00153668,0.00153668,0.00153668
119,132.345,1.05109,0.95752,1.19916,0.81156,0.73207,0.82795,0.57634,1.00765,0.96056,1.22829,0.00153272,0.00153272,0.00153272
120,133.386,1.00597,0.94472,1.16809,0.82492,0.74887,0.83231,0.56962,1.0501,0.90846,1.21946,0.00152876,0.00152876,0.00152876
121,134.416,1.05149,1.00218,1.22932,0.8046,0.73731,0.82314,0.55487,1.05091,0.93837,1.23547,0.0015248,0.0015248,0.0015248
122,135.468,0.99035,0.91367,1.18068,0.76339,0.76208,0.82058,0.54644,1.01577,0.97434,1.19018,0.00152084,0.00152084,0.00152084
123,136.51,1.07083,0.96664,1.22128,0.78206,0.77925,0.83528,0.56857,0.97337,0.92691,1.18126,0.00151688,0.00151688,0.00151688
124,137.554,1.03176,0.98256,1.19815,0.7884,0.75938,0.82064,0.55623,0.99009,0.92098,1.20978,0.00151292,0.00151292,0.00151292
125,138.564,1.00577,0.91906,1.17953,0.80771,0.79249,0.84254,0.55925,0.99403,0.88145,1.20611,0.00150896,0.00150896,0.00150896
126,139.622,1.04893,0.93273,1.20235,0.78646,0.74799,0.82184,0.55946,0.96672,0.91078,1.22331,0.001505,0.001505,0.001505
127,140.653,1.00221,0.90858,1.18967,0.80104,0.75276,0.83068,0.58189,0.95983,0.90603,1.20562,0.00150104,0.00150104,0.00150104
128,141.709,1.00709,0.93936,1.17654,0.81603,0.74416,0.84017,0.58648,0.96212,0.8732,1.20612,0.00149708,0.00149708,0.00149708
129,142.754,1.00608,0.93052,1.19055,0.81746,0.75133,0.8411,0.58438,0.90015,0.90786,1.16713,0.00149312,0.00149312,0.00149312
130,143.936,0.99591,0.9551,1.18596,0.85227,0.71965,0.84434,0.57281,0.98637,0.90294,1.17629,0.00148916,0.00148916,0.00148916
131,144.981,0.93546,0.86778,1.13143,0.84533,0.69974,0.83388,0.59012,0.885,0.87703,1.15944,0.0014852,0.0014852,0.0014852
132,146.055,0.93836,0.88869,1.15474,0.84353,0.68433,0.82833,0.57579,0.95683,0.91239,1.19646,0.00148124,0.00148124,0.00148124
133,147.053,0.99168,0.90919,1.17299,0.79019,0.766,0.84174,0.57644,0.99883,0.85712,1.2095,0.00147728,0.00147728,0.00147728
134,148.105,0.97256,0.87561,1.175,0.78847,0.7488,0.83281,0.57607,0.91546,0.94391,1.20691,0.00147332,0.00147332,0.00147332
135,149.12,0.95185,0.8952,1.16415,0.85505,0.70318,0.81851,0.54712,0.95762,0.88327,1.21354,0.00146936,0.00146936,0.00146936
136,150.169,1.02227,0.91966,1.20589,0.7837,0.71523,0.80876,0.54479,0.99312,0.88753,1.25007,0.0014654,0.0014654,0.0014654
137,151.179,0.97432,0.91763,1.18366,0.85163,0.68433,0.82471,0.56773,0.94305,0.8582,1.18845,0.00146144,0.00146144,0.00146144
138,152.208,0.96176,0.86927,1.17376,0.81244,0.72674,0.8166,0.56062,0.88043,0.86592,1.12684,0.00145748,0.00145748,0.00145748
139,153.254,0.95971,0.86235,1.17074,0.76975,0.77491,0.81669,0.56653,0.87816,0.93013,1.14315,0.00145352,0.00145352,0.00145352
140,154.297,0.97396,0.90436,1.17123,0.78937,0.74172,0.8181,0.55041,0.94295,0.90989,1.17439,0.00144956,0.00144956,0.00144956
141,155.321,0.98565,0.90903,1.17463,0.77477,0.72898,0.79792,0.55331,0.871,0.93195,1.16072,0.0014456,0.0014456,0.0014456
142,156.362,0.92195,0.82102,1.14346,0.77729,0.75276,0.83274,0.58929,0.88725,0.92528,1.17602,0.00144164,0.00144164,0.00144164
143,157.397,0.99157,0.96188,1.21954,0.78802,0.74393,0.82173,0.56632,0.94246,0.87904,1.16279,0.00143768,0.00143768,0.00143768
144,158.415,1.05864,0.97072,1.20037,0.79513,0.72406,0.82796,0.56679,0.91039,0.88363,1.15721,0.00143372,0.00143372,0.00143372
145,159.431,0.9822,0.89214,1.16149,0.81952,0.73068,0.82885,0.5778,0.91826,0.85476,1.16501,0.00142976,0.00142976,0.00142976
146,160.473,1.05283,0.90316,1.19403,0.8471,0.69536,0.81254,0.56397,0.96843,0.87751,1.17481,0.0014258,0.0014258,0.0014258
147,161.515,1.03043,0.93838,1.20402,0.82442,0.72406,0.79755,0.558,0.98311,0.90317,1.18479,0.00142184,0.00142184,0.00142184
148,162.538,0.93593,0.86875,1.14223,0.77386,0.74032,0.81415,0.57264,0.96624,0.92804,1.16993,0.00141788,0.00141788,0.00141788
149,163.553,1.00555,0.93004,1.18535,0.78669,0.72406,0.80696,0.57028,0.9299,0.90542,1.16772,0.00141392,0.00141392,0.00141392
150,164.573,0.93688,0.86464,1.15738,0.81137,0.74834,0.82256,0.57455,0.93605,0.91793,1.18707,0.00140996,0.00140996,0.00140996
151,165.611,0.99507,0.8774,1.15468,0.81539,0.71965,0.80825,0.54851,1.04685,0.91998,1.22181,0.001406,0.001406,0.001406
152,166.808,0.93524,0.86625,1.14297,0.82577,0.72192,0.8292,0.5801,0.96678,0.91445,1.19519,0.00140204,0.00140204,0.00140204
153,167.831,0.93038,0.85767,1.14782,0.74993,0.81015,0.85009,0.59184,0.9439,0.85934,1.18612,0.00139808,0.00139808,0.00139808
154,168.903,1.0031,0.86079,1.17787,0.8547,0.75717,0.8574,0.60251,0.95328,0.86624,1.19925,0.00139412,0.00139412,0.00139412
155,169.992,1.01369,0.92217,1.19592,0.78986,0.72185,0.81056,0.55769,0.98351,0.91369,1.22015,0.00139016,0.00139016,0.00139016
156,171.061,0.91012,0.86412,1.1263,0.78339,0.70861,0.794,0.5435,0.98797,0.94065,1.21954,0.0013862,0.0013862,0.0013862
157,172.08,0.99913,0.93117,1.19992,0.84452,0.70742,0.82883,0.57861,0.89935,0.93046,1.16925,0.00138224,0.00138224,0.00138224
158,173.118,0.92246,0.8704,1.14999,0.83868,0.72302,0.83267,0.5766,0.94814,0.93747,1.19791,0.00137828,0.00137828,0.00137828
159,174.153,1.04165,0.95036,1.24069,0.8172,0.70067,0.80629,0.56861,0.94312,0.89565,1.18492,0.00137432,0.00137432,0.00137432
160,175.207,0.99131,0.89188,1.18635,0.80869,0.7064,0.81188,0.57723,0.92939,0.91256,1.165,0.00137036,0.00137036,0.00137036
161,176.211,0.99117,0.85971,1.16152,0.80772,0.74614,0.8293,0.59072,0.91144,0.88537,1.15004,0.0013664,0.0013664,0.0013664
162,177.271,0.95631,0.87093,1.15253,0.83214,0.71302,0.82504,0.58644,0.89881,0.86662,1.14923,0.00136244,0.00136244,0.00136244
163,178.301,0.98612,0.87193,1.16251,0.86093,0.75497,0.84711,0.60193,0.92668,0.80592,1.18088,0.00135848,0.00135848,0.00135848
164,179.345,0.95724,0.87123,1.1777,0.79188,0.80795,0.85499,0.59535,0.97292,0.82685,1.20944,0.00135452,0.00135452,0.00135452
165,180.343,0.92132,0.89046,1.15586,0.83759,0.78553,0.86633,0.61219,0.9478,0.81289,1.20762,0.00135056,0.00135056,0.00135056
166,181.418,0.9577,0.88885,1.17659,0.79275,0.80218,0.85604,0.60381,0.9315,0.84888,1.19191,0.0013466,0.0013466,0.0013466
167,182.453,0.98632,0.85418,1.18054,0.85477,0.7638,0.85885,0.59953,0.94348,0.84496,1.17497,0.00134264,0.00134264,0.00134264
168,183.495,0.96462,0.87985,1.1733,0.79114,0.75717,0.83324,0.58173,0.93399,0.83788,1.18486,0.00133868,0.00133868,0.00133868
169,184.51,0.92863,0.88545,1.16255,0.78881,0.75497,0.82145,0.5763,0.88308,0.8234,1.14685,0.00133472,0.00133472,0.00133472
170,185.544,0.8516,0.79148,1.10705,0.82945,0.73003,0.83226,0.58319,0.90381,0.85107,1.16241,0.00133076,0.00133076,0.00133076
171,186.587,0.93052,0.8297,1.14234,0.78748,0.72848,0.81114,0.56483,0.9525,0.93539,1.21295,0.0013268,0.0013268,0.0013268
172,187.619,0.96687,0.86928,1.16008,0.75427,0.75213,0.80147,0.55676,0.90298,0.93381,1.16024,0.00132284,0.00132284,0.00132284
173,188.82,0.89747,0.85627,1.12644,0.79855,0.74393,0.82593,0.57765,0.88035,0.84335,1.1341,0.00131888,0.00131888,0.00131888
174,189.875,0.87924,0.76033,1.10356,0.78259,0.76285,0.82848,0.57372,0.90971,0.84659,1.16017,0.00131492,0.00131492,0.00131492
175,190.929,0.98851,0.86273,1.1668,0.79422,0.79236,0.84883,0.5894,0.88184,0.77599,1.16497,0.00131096,0.00131096,0.00131096
176,191.971,0.8817,0.8276,1.11634,0.82534,0.75276,0.84129,0.58624,0.914,0.78523,1.18457,0.001307,0.001307,0.001307
177,192.988,0.91385,0.82706,1.1301,0.82818,0.76609,0.85373,0.59071,0.83926,0.79678,1.13998,0.00130304,0.00130304,0.00130304
178,194.036,0.94551,0.8371,1.14972,0.80153,0.75938,0.84491,0.59038,0.90673,0.82734,1.16153,0.00129908,0.00129908,0.00129908
179,195.078,0.92543,0.84494,1.13991,0.80779,0.7351,0.82156,0.56166,0.95521,0.88671,1.17968,0.00129512,0.00129512,0.00129512
180,196.109,0.91027,0.80644,1.13352,0.8256,0.72848,0.81746,0.56397,0.93022,0.91842,1.18007,0.00129116,0.00129116,0.00129116
181,197.124,0.97558,0.84956,1.14797,0.78845,0.75717,0.82725,0.57942,0.90228,0.84493,1.15773,0.0012872,0.0012872,0.0012872
182,198.176,0.95136,0.82839,1.15768,0.81187,0.77925,0.85001,0.5954,0.88484,0.80385,1.14342,0.00128324,0.00128324,0.00128324
183,199.206,0.96113,0.88616,1.16297,0.79281,0.74335,0.8412,0.58447,0.94429,0.8529,1.20267,0.00127928,0.00127928,0.00127928
184,200.237,0.91019,0.81583,1.11489,0.86147,0.72759,0.86209,0.60051,0.86755,0.83549,1.13878,0.00127532,0.00127532,0.00127532
