epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,16857.5,1.17598,2.34728,0.96081,1.20825,0.81565,0.78808,0.86372,0.584,0.81708,0.75717,0.83165,0.54662,0.96234,1.91528,0.86743,1.17062,0.0012146,0.0012146,0.0012146
121,16963.1,1.24047,2.46313,0.98947,1.25739,0.81319,0.75916,0.837,0.58293,0.80643,0.766,0.83009,0.53015,0.94184,1.98904,0.85648,1.19133,0.001208,0.001208,0.001208
122,17069.6,1.2094,2.33015,0.96282,1.23436,0.80318,0.73869,0.83568,0.5772,0.80584,0.73289,0.81194,0.50691,0.94006,2.14911,0.93942,1.15869,0.0012014,0.0012014,0.0012014
123,17179.3,1.20874,2.3973,0.93853,1.20479,0.78799,0.77127,0.82529,0.57133,0.8011,0.7824,0.83305,0.53812,0.92013,1.93621,0.85867,1.15697,0.0011948,0.0011948,0.0011948
124,17285.5,1.19756,2.33969,0.96137,1.21649,0.77409,0.77042,0.83321,0.57636,0.77409,0.77042,0.82006,0.51563,0.92912,2.06535,0.87761,1.14806,0.0011882,0.0011882,0.0011882
125,17389.2,1.16388,2.24306,0.91885,1.20747,0.80031,0.77925,0.84457,0.583,0.80257,0.78146,0.84296,0.53949,0.94277,1.81126,0.899,1.16219,0.0011816,0.0011816,0.0011816
126,17500.8,1.27343,2.53216,0.95113,1.22853,0.79314,0.77925,0.83511,0.57692,0.80394,0.76821,0.8375,0.52902,0.91142,1.98968,1.00605,1.18117,0.001175,0.001175,0.001175
127,17610.5,1.26095,2.42813,0.97158,1.23763,0.79638,0.77042,0.83779,0.58035,0.80964,0.77042,0.84004,0.53828,0.96339,2.00072,0.92566,1.18656,0.0011684,0.0011684,0.0011684
128,17718.9,1.17087,2.32683,0.92614,1.21086,0.76772,0.79527,0.83861,0.58144,0.84647,0.71806,0.83644,0.54483,0.97012,1.91496,0.90628,1.21821,0.0011618,0.0011618,0.0011618
129,17824.4,1.1596,2.18414,0.90677,1.19639,0.81147,0.77042,0.85397,0.58139,0.81803,0.77407,0.84828,0.54591,1.00545,2.1007,0.89763,1.24713,0.0011552,0.0011552,0.0011552
130,17947.4,1.21066,2.39865,0.96493,1.21832,0.79531,0.78051,0.847,0.58024,0.80446,0.78587,0.84664,0.54229,0.95336,1.94176,0.92778,1.17933,0.0011486,0.0011486,0.0011486
131,18056,1.19233,2.39889,0.92287,1.20226,0.84796,0.77925,0.86821,0.60692,0.84488,0.77263,0.8545,0.54653,0.91849,1.84909,0.85695,1.15192,0.001142,0.001142,0.001142
132,18162.5,1.25022,2.3811,0.92704,1.22328,0.81049,0.79305,0.86544,0.61432,0.84336,0.75938,0.85924,0.54935,0.9067,1.95761,0.86711,1.15909,0.0011354,0.0011354,0.0011354
133,18267.3,1.17125,2.31865,0.88922,1.21257,0.8307,0.75822,0.84548,0.59909,0.82649,0.7571,0.83953,0.54807,0.9363,1.9265,0.85836,1.16759,0.0011288,0.0011288,0.0011288
134,18373.8,1.16705,2.37096,0.9329,1.20959,0.81302,0.73951,0.82197,0.58772,0.82322,0.74172,0.81462,0.52859,0.90049,1.94285,0.8704,1.14706,0.0011222,0.0011222,0.0011222
135,18480.2,1.21156,2.41137,0.9188,1.20094,0.82728,0.69786,0.81102,0.55897,0.83673,0.71965,0.805,0.52366,0.91694,1.8629,0.8652,1.1621,0.0011156,0.0011156,0.0011156
136,18585.9,1.14864,2.24798,0.94304,1.20986,0.83015,0.71744,0.81512,0.55743,0.8006,0.71082,0.79612,0.49924,0.92008,1.99114,0.88495,1.16324,0.001109,0.001109,0.001109
137,18692.3,1.20437,2.36539,0.92442,1.19999,0.81746,0.71175,0.80859,0.55605,0.79699,0.6933,0.76806,0.47927,0.94677,2.05635,0.86177,1.17925,0.0011024,0.0011024,0.0011024
138,18800.5,1.21674,2.40662,0.92446,1.20227,0.80423,0.72547,0.80822,0.55339,0.80288,0.71523,0.79553,0.50876,0.98907,2.03838,0.87201,1.17922,0.0010958,0.0010958,0.0010958
139,18909.5,1.21372,2.33052,0.89924,1.20553,0.81063,0.78429,0.84485,0.5788,0.81033,0.77263,0.82948,0.53189,0.90459,2.00483,0.81677,1.15511,0.0010892,0.0010892,0.0010892
140,19015,1.2218,2.42974,0.92604,1.23434,0.7874,0.81236,0.84382,0.57937,0.79129,0.81678,0.84116,0.547,0.89406,1.88641,0.85132,1.14358,0.0010826,0.0010826,0.0010826
141,19119.4,1.16559,2.28703,0.90332,1.20948,0.81016,0.7819,0.8518,0.58934,0.81716,0.78929,0.8579,0.54649,0.919,1.90147,0.81582,1.1572,0.001076,0.001076,0.001076
142,19225.4,1.14969,2.27121,0.87986,1.17693,0.77698,0.80753,0.8416,0.58124,0.78034,0.79912,0.836,0.54086,0.9497,1.93792,0.87852,1.18428,0.0010694,0.0010694,0.0010694
143,19330.9,1.13352,2.25356,0.8874,1.19246,0.78711,0.77704,0.83645,0.57424,0.80568,0.77483,0.83851,0.53917,0.96271,1.93891,0.8943,1.19334,0.0010628,0.0010628,0.0010628
144,19435.5,1.14448,2.22043,0.86459,1.18933,0.85785,0.7351,0.84709,0.59001,0.85345,0.7351,0.84664,0.56067,0.95298,1.97835,0.81575,1.19173,0.0010562,0.0010562,0.0010562
145,19539.6,1.12728,2.09896,0.84005,1.16574,0.83106,0.74929,0.84186,0.58917,0.84266,0.75055,0.84395,0.56202,0.9411,1.79163,0.81342,1.16913,0.0010496,0.0010496,0.0010496
146,19645.7,1.16547,2.26364,0.88161,1.20697,0.79044,0.79249,0.8529,0.58792,0.80016,0.79912,0.85157,0.54214,0.93743,1.90684,0.86827,1.15628,0.001043,0.001043,0.001043
147,19758.3,1.17093,2.21281,0.88874,1.21473,0.81203,0.77483,0.83462,0.56323,0.8437,0.75068,0.83545,0.52854,0.96901,1.93108,0.88541,1.15205,0.0010364,0.0010364,0.0010364
148,19868,1.22475,2.37657,0.93056,1.22342,0.80977,0.79912,0.86196,0.60675,0.81388,0.76259,0.84792,0.55272,0.89447,1.85976,0.87007,1.12919,0.0010298,0.0010298,0.0010298
149,19977,1.19541,2.32559,0.92256,1.22212,0.8283,0.76821,0.85055,0.59315,0.81814,0.75477,0.83599,0.53256,0.92201,1.90296,0.86862,1.1425,0.0010232,0.0010232,0.0010232
150,20081.7,1.14784,2.23059,0.89777,1.19014,0.79725,0.79249,0.87143,0.6141,0.89075,0.71995,0.8699,0.57474,0.8868,1.81405,0.83224,1.12389,0.0010166,0.0010166,0.0010166
151,20187.5,1.10226,2.13215,0.87532,1.16901,0.82265,0.74393,0.84716,0.57615,0.83764,0.76159,0.84503,0.54762,0.95009,1.9147,0.81797,1.1474,0.00101,0.00101,0.00101
152,20293,1.14476,2.17582,0.84661,1.18665,0.76442,0.76644,0.81684,0.55769,0.77082,0.77216,0.80839,0.51988,0.96153,1.95953,0.87252,1.19057,0.0010034,0.0010034,0.0010034
153,20399.6,1.17162,2.23957,0.88205,1.18404,0.80031,0.7343,0.82965,0.57452,0.78326,0.766,0.8209,0.53831,0.96268,1.93286,0.88522,1.18206,0.0009968,0.0009968,0.0009968
154,20505.2,1.20483,2.34327,0.91953,1.20692,0.81249,0.78366,0.83801,0.56708,0.8102,0.78146,0.83508,0.53208,0.9398,2.03661,0.84363,1.15527,0.0009902,0.0009902,0.0009902
155,20610.9,1.12768,2.16321,0.85654,1.16764,0.78898,0.75497,0.82255,0.57466,0.78191,0.75497,0.81983,0.52169,0.88256,1.89274,0.85477,1.14914,0.0009836,0.0009836,0.0009836
156,20718.8,1.195,2.36003,0.89319,1.20482,0.82978,0.73731,0.83733,0.58187,0.81643,0.75938,0.82973,0.54015,0.94103,1.8562,0.87603,1.15245,0.000977,0.000977,0.000977
157,20822.4,1.14525,2.15297,0.87839,1.17864,0.82101,0.77263,0.84074,0.56836,0.82101,0.77263,0.83869,0.54549,0.99094,1.77536,0.90778,1.18009,0.0009704,0.0009704,0.0009704
158,20926,1.17865,2.29576,0.89697,1.20448,0.82808,0.77622,0.84984,0.58945,0.83522,0.78325,0.85101,0.5533,0.9398,1.91717,0.82881,1.14647,0.0009638,0.0009638,0.0009638
159,21034.7,1.15768,2.32857,0.88842,1.18318,0.87016,0.7351,0.85466,0.61032,0.85112,0.77704,0.86266,0.56497,0.90146,1.913,0.79716,1.10064,0.0009572,0.0009572,0.0009572
160,21142.5,1.13788,2.19753,0.85395,1.1659,0.82362,0.80402,0.86318,0.61164,0.82148,0.80251,0.86791,0.56571,0.87265,1.95529,0.75484,1.11483,0.0009506,0.0009506,0.0009506
161,21248.6,1.16161,2.23253,0.87396,1.19149,0.82244,0.78366,0.85959,0.5978,0.85775,0.77263,0.86392,0.55981,0.93013,2.08193,0.76564,1.1324,0.000944,0.000944,0.000944
162,21354.2,1.13937,2.15195,0.86506,1.16881,0.82925,0.78264,0.85823,0.60126,0.82806,0.76547,0.84172,0.54491,0.92619,2.14694,0.80052,1.171,0.0009374,0.0009374,0.0009374
163,21459.4,1.13459,2.2417,0.91655,1.20976,0.82163,0.79691,0.8569,0.5865,0.78405,0.78808,0.82912,0.52958,0.90472,2.08806,0.80791,1.1446,0.0009308,0.0009308,0.0009308
164,21566.8,1.16946,2.3174,0.85303,1.18336,0.78845,0.81454,0.8605,0.59078,0.79186,0.79786,0.84818,0.56272,0.90707,1.78344,0.81775,1.13379,0.0009242,0.0009242,0.0009242
165,21673.4,1.16982,2.22787,0.86585,1.19169,0.8062,0.79912,0.85304,0.59102,0.79288,0.78808,0.8395,0.57134,0.91481,1.68929,0.84344,1.15169,0.0009176,0.0009176,0.0009176
166,21778.2,1.15464,2.21387,0.84435,1.16696,0.84821,0.80181,0.87145,0.60873,0.85411,0.80125,0.86664,0.57734,0.88825,1.90325,0.78727,1.13628,0.000911,0.000911,0.000911
167,21882.3,1.12919,2.18051,0.85619,1.17922,0.80822,0.82119,0.86432,0.61234,0.80708,0.81898,0.86379,0.56537,0.88653,1.99198,0.79774,1.1385,0.0009044,0.0009044,0.0009044
168,21989,1.15866,2.18936,0.84093,1.17589,0.85438,0.7512,0.85568,0.60397,0.8601,0.75497,0.85947,0.56682,0.91646,1.93671,0.80166,1.13186,0.0008978,0.0008978,0.0008978
169,22094.6,1.11625,2.12105,0.79633,1.13103,0.83413,0.77483,0.8539,0.60436,0.84402,0.77925,0.85985,0.57403,0.89301,1.93863,0.78752,1.11164,0.0008912,0.0008912,0.0008912
170,22199.3,1.09976,2.16136,0.8513,1.15509,0.83348,0.79552,0.8713,0.61925,0.82586,0.80615,0.86702,0.57937,0.84986,1.82432,0.80581,1.10698,0.0008846,0.0008846,0.0008846
171,22305.5,1.09223,2.12793,0.82433,1.14322,0.8469,0.79249,0.87501,0.60084,0.85262,0.78587,0.86684,0.56724,0.91395,1.78059,0.84799,1.14184,0.000878,0.000878,0.000878
172,22411.7,1.1484,2.2374,0.82495,1.15493,0.79102,0.81457,0.86687,0.6093,0.86493,0.74918,0.85564,0.56352,0.87411,1.80714,0.8123,1.12731,0.0008714,0.0008714,0.0008714
173,22518.1,1.12417,2.23451,0.82949,1.17305,0.81793,0.7947,0.86168,0.61564,0.83456,0.79064,0.86213,0.56829,0.86791,1.8099,0.79672,1.13969,0.0008648,0.0008648,0.0008648
174,22623.1,1.17865,2.28072,0.89572,1.20187,0.82645,0.77263,0.86161,0.61261,0.82588,0.77263,0.85806,0.5629,0.84744,1.84939,0.78138,1.1089,0.0008582,0.0008582,0.0008582
175,22729.8,1.13583,2.22052,0.84457,1.16459,0.79503,0.8234,0.85722,0.59729,0.81693,0.81015,0.85516,0.57236,0.89049,1.67941,0.80096,1.12764,0.0008516,0.0008516,0.0008516
176,22835.6,1.12463,2.14256,0.81278,1.15349,0.85134,0.78379,0.86629,0.60368,0.85219,0.7638,0.85217,0.57742,0.89943,1.82941,0.80259,1.1296,0.000845,0.000845,0.000845
177,22939.4,1.1438,2.23878,0.85491,1.17876,0.82657,0.78907,0.86915,0.59481,0.831,0.78808,0.86249,0.58659,0.93876,1.85251,0.81929,1.14583,0.0008384,0.0008384,0.0008384
178,23043.3,1.10686,2.1752,0.85842,1.15342,0.8577,0.75717,0.8659,0.60252,0.8577,0.75717,0.85435,0.56893,0.88333,1.79575,0.77992,1.12205,0.0008318,0.0008318,0.0008318
179,23149,1.12852,2.18032,0.84572,1.1778,0.80382,0.77925,0.85763,0.58875,0.83653,0.74555,0.83679,0.53235,0.89459,1.98396,0.77208,1.12857,0.0008252,0.0008252,0.0008252
180,23255.6,1.14046,2.25454,0.82177,1.15819,0.79728,0.79005,0.83762,0.57449,0.79267,0.78492,0.82774,0.52433,0.89228,1.74882,0.7798,1.11393,0.0008186,0.0008186,0.0008186
181,23363.5,1.14247,2.22863,0.87196,1.19524,0.81303,0.75938,0.83335,0.57048,0.81066,0.75717,0.82222,0.51796,0.90512,1.77607,0.79435,1.12609,0.000812,0.000812,0.000812
182,23472.8,1.117,2.19356,0.83626,1.17175,0.81416,0.7947,0.85975,0.60022,0.80668,0.78808,0.8431,0.56368,0.8996,1.8273,0.79821,1.14559,0.0008054,0.0008054,0.0008054
183,23579.9,1.10938,2.12574,0.84909,1.16612,0.84524,0.77042,0.84795,0.58495,0.84809,0.77263,0.83387,0.54905,0.91256,1.80209,0.78994,1.13094,0.0007988,0.0007988,0.0007988
184,23686.1,1.12413,2.13308,0.84189,1.16782,0.79339,0.79683,0.84741,0.58496,0.78424,0.81678,0.83807,0.55014,0.91842,1.7496,0.8193,1.13215,0.0007922,0.0007922,0.0007922
185,23790.7,1.1268,2.20557,0.86051,1.17613,0.81053,0.77435,0.84419,0.59396,0.82965,0.7741,0.8432,0.56266,0.90733,1.70311,0.81123,1.13742,0.0007856,0.0007856,0.0007856
186,23898.2,1.1978,2.32888,0.86676,1.18982,0.8234,0.79252,0.85527,0.60095,0.83229,0.80574,0.85774,0.57476,0.90658,1.75259,0.80314,1.13195,0.000779,0.000779,0.000779
187,24005.8,1.13071,2.10869,0.83363,1.15828,0.83676,0.77704,0.86633,0.61789,0.85222,0.78146,0.87279,0.59167,0.88333,1.67046,0.80736,1.11088,0.0007724,0.0007724,0.0007724
188,24110.7,1.11212,2.17402,0.80864,1.13353,0.83139,0.76821,0.85733,0.61398,0.83242,0.75497,0.84674,0.57814,0.8594,1.63427,0.79375,1.08031,0.0007658,0.0007658,0.0007658
189,24216.5,1.13173,2.25329,0.83244,1.16898,0.84475,0.75671,0.85957,0.61865,0.84377,0.75276,0.85487,0.56588,0.84283,1.66441,0.74932,1.07961,0.0007592,0.0007592,0.0007592
190,24322.5,1.09889,2.15673,0.8292,1.15891,0.8685,0.75497,0.85959,0.60565,0.87579,0.76266,0.86246,0.5571,0.83535,1.61506,0.74536,1.09371,0.0007526,0.0007526,0.0007526
191,24426.4,1.1029,2.15601,0.83013,1.18394,0.85513,0.77042,0.85887,0.60637,0.84553,0.78146,0.85881,0.56019,0.86412,1.71978,0.76281,1.11917,0.000746,0.000746,0.000746
192,24530.6,1.09318,2.07724,0.82088,1.16747,0.8664,0.74393,0.85826,0.58792,0.84745,0.75055,0.84294,0.54386,0.90063,1.82988,0.74962,1.1421,0.0007394,0.0007394,0.0007394
193,24636.1,1.04729,2.06366,0.78675,1.14053,0.81394,0.79189,0.86179,0.58794,0.80275,0.78158,0.84227,0.55457,0.91442,1.73526,0.74268,1.15591,0.0007328,0.0007328,0.0007328
194,24742.1,1.10243,2.18082,0.82458,1.1755,0.8,0.80574,0.85017,0.58798,0.79789,0.79303,0.83707,0.55218,0.899,1.73111,0.78779,1.14452,0.0007262,0.0007262,0.0007262
195,24847.5,1.12518,2.20119,0.859,1.16561,0.8328,0.80268,0.85267,0.58618,0.83361,0.79631,0.85237,0.56539,0.91481,1.72547,0.77941,1.12895,0.0007196,0.0007196,0.0007196
196,24953.5,1.12078,2.17978,0.83983,1.16863,0.80433,0.79854,0.84923,0.60688,0.82138,0.80195,0.85756,0.57054,0.84148,1.86339,0.77016,1.10028,0.000713,0.000713,0.000713
197,25058.1,1.07489,2.05921,0.78711,1.1517,0.80452,0.7947,0.8578,0.61331,0.80899,0.79912,0.84475,0.57186,0.84418,1.80138,0.76669,1.09965,0.0007064,0.0007064,0.0007064
198,25163,1.09239,2.12619,0.85255,1.17883,0.81235,0.79029,0.85874,0.60727,0.82071,0.79691,0.85456,0.57348,0.86988,1.78814,0.77497,1.11547,0.0006998,0.0006998,0.0006998
199,25266.4,1.10882,2.14144,0.8089,1.15171,0.78621,0.80353,0.84656,0.61099,0.78954,0.80353,0.84448,0.56523,0.85593,1.69628,0.77594,1.10542,0.0006932,0.0006932,0.0006932
200,25369.9,1.08011,2.05614,0.80739,1.15839,0.83119,0.75,0.83544,0.60081,0.84541,0.76054,0.85209,0.55621,0.84524,1.77045,0.80594,1.09194,0.0006866,0.0006866,0.0006866
201,25475.5,1.09738,2.18897,0.80121,1.1374,0.84342,0.7491,0.83936,0.60527,0.81769,0.77704,0.85151,0.55956,0.82504,1.68431,0.76757,1.08039,0.00068,0.00068,0.00068
202,25581.1,1.13204,2.22534,0.83764,1.18024,0.81828,0.77535,0.85601,0.5957,0.81828,0.77535,0.84357,0.56703,0.89191,1.61275,0.77183,1.11333,0.0006734,0.0006734,0.0006734
203,25686.4,1.15298,2.21986,0.87219,1.16232,0.82081,0.78872,0.86713,0.60754,0.81595,0.78146,0.85619,0.58961,0.89869,1.64075,0.76185,1.13403,0.0006668,0.0006668,0.0006668
204,25792.2,1.13297,2.16533,0.82587,1.14809,0.84061,0.77483,0.85422,0.60146,0.84252,0.76769,0.84689,0.56957,0.85661,1.78324,0.76582,1.11864,0.0006602,0.0006602,0.0006602
205,25899.8,1.113,2.13392,0.81695,1.14657,0.82343,0.78146,0.85495,0.60409,0.8211,0.77925,0.85518,0.56787,0.86399,1.8491,0.74637,1.11066,0.0006536,0.0006536,0.0006536
206,26005.9,1.15606,2.30558,0.85679,1.17885,0.83538,0.76175,0.85197,0.61238,0.85201,0.77042,0.86042,0.55968,0.80498,1.81633,0.7198,1.07586,0.000647,0.000647,0.000647
207,26111.7,1.12123,2.14961,0.81423,1.1491,0.82511,0.77042,0.86131,0.62026,0.83502,0.77925,0.86095,0.57519,0.8473,1.73261,0.75344,1.08222,0.0006404,0.0006404,0.0006404
208,26218.6,1.10535,2.11715,0.80397,1.14484,0.81726,0.76017,0.8512,0.60856,0.82547,0.75938,0.85322,0.57767,0.84214,1.68052,0.79053,1.09875,0.0006338,0.0006338,0.0006338
209,26325.6,1.12421,2.13758,0.78237,1.16832,0.86767,0.72848,0.85651,0.61365,0.86904,0.73068,0.84763,0.57192,0.81952,1.67007,0.77659,1.09194,0.0006272,0.0006272,0.0006272
210,26429.9,1.07758,2.15413,0.81038,1.15797,0.84678,0.74393,0.85306,0.61307,0.86117,0.74834,0.84924,0.57761,0.85738,1.65569,0.75461,1.11459,0.0006206,0.0006206,0.0006206
211,26537,1.14135,2.29117,0.84961,1.19006,0.82677,0.77925,0.85897,0.61494,0.85538,0.75055,0.85426,0.58076,0.85331,1.72582,0.78656,1.1164,0.000614,0.000614,0.000614
212,26641.1,1.0305,1.92808,0.77398,1.12013,0.82846,0.77825,0.85685,0.61156,0.81647,0.79029,0.85478,0.57744,0.84159,1.61937,0.76766,1.10419,0.0006074,0.0006074,0.0006074
213,26749.2,1.13083,2.20847,0.82563,1.16473,0.8242,0.78587,0.86252,0.61203,0.84177,0.78686,0.85193,0.5704,0.86459,1.73871,0.76299,1.10427,0.0006008,0.0006008,0.0006008
214,26854.1,1.0644,2.08232,0.80581,1.15133,0.80159,0.79374,0.86017,0.62528,0.80928,0.77042,0.84818,0.57644,0.84348,1.76008,0.77159,1.10885,0.0005942,0.0005942,0.0005942
215,26959.8,1.1217,2.15909,0.82701,1.15779,0.82306,0.77015,0.85125,0.60994,0.82695,0.7638,0.83781,0.55497,0.84175,1.70386,0.76161,1.09312,0.0005876,0.0005876,0.0005876
216,27065.6,1.09141,2.09066,0.81313,1.14114,0.83415,0.75501,0.85128,0.60852,0.83853,0.75662,0.85119,0.57228,0.86238,1.76697,0.74852,1.10536,0.000581,0.000581,0.000581
217,27175,1.14674,2.30355,0.80434,1.15709,0.80954,0.79029,0.86357,0.60726,0.81368,0.79052,0.85851,0.58558,0.87341,1.70103,0.74832,1.10896,0.0005744,0.0005744,0.0005744
218,27281,1.13577,2.1806,0.80396,1.17025,0.83788,0.75497,0.86442,0.61569,0.83577,0.76392,0.85537,0.58542,0.88262,1.63817,0.7435,1.11127,0.0005678,0.0005678,0.0005678
219,27385.7,1.06717,2.0683,0.78899,1.13292,0.80776,0.78808,0.85966,0.624,0.83302,0.78191,0.85759,0.58738,0.83909,1.62517,0.74312,1.10401,0.0005612,0.0005612,0.0005612
220,27493.7,1.13539,2.26306,0.81714,1.16258,0.82229,0.76607,0.85216,0.61971,0.84738,0.77483,0.86168,0.59163,0.83059,1.70396,0.72907,1.10546,0.0005546,0.0005546,0.0005546
221,27599.5,1.09312,2.09053,0.79179,1.14519,0.81205,0.7947,0.8606,0.61743,0.83877,0.77925,0.85802,0.59254,0.83777,1.73645,0.75154,1.1105,0.000548,0.000548,0.000548
222,27706.3,1.06524,2.03676,0.75684,1.13098,0.8076,0.8154,0.86013,0.61549,0.79951,0.82561,0.86077,0.59012,0.84786,1.73662,0.78474,1.13835,0.0005414,0.0005414,0.0005414
223,27828.9,1.07816,2.08926,0.77315,1.12959,0.81381,0.7947,0.85715,0.60848,0.81607,0.79691,0.85411,0.58088,0.85754,1.68674,0.74623,1.13127,0.0005348,0.0005348,0.0005348
224,27934.8,1.06334,2.04099,0.76781,1.11747,0.81617,0.76446,0.84366,0.60821,0.83195,0.77925,0.85143,0.58071,0.82675,1.64814,0.75045,1.11707,0.0005282,0.0005282,0.0005282
225,28041.5,1.11986,2.14231,0.82823,1.15017,0.80414,0.7947,0.85021,0.60776,0.81004,0.80132,0.85154,0.58221,0.85543,1.67144,0.75631,1.12485,0.0005216,0.0005216,0.0005216
226,28147.9,1.09494,2.14117,0.79302,1.14435,0.79817,0.79249,0.85682,0.61435,0.83873,0.77925,0.85912,0.59289,0.86165,1.76186,0.75708,1.12995,0.000515,0.000515,0.000515
227,28258.2,1.11885,2.15762,0.79498,1.15043,0.82019,0.76528,0.85704,0.61486,0.83261,0.76861,0.85802,0.58339,0.88317,1.77553,0.76939,1.13341,0.0005084,0.0005084,0.0005084
228,28368.2,1.09512,2.0679,0.79875,1.15487,0.7852,0.80353,0.86244,0.61676,0.78943,0.80574,0.85714,0.58761,0.87693,1.70556,0.7595,1.12466,0.0005018,0.0005018,0.0005018
229,28484.6,1.05705,2.00138,0.76003,1.14845,0.79048,0.7829,0.85485,0.61727,0.79841,0.79559,0.85784,0.58544,0.84896,1.80893,0.76042,1.12096,0.0004952,0.0004952,0.0004952
230,28596.6,1.09794,2.13771,0.76104,1.1278,0.79685,0.77931,0.84876,0.59983,0.80633,0.77925,0.84365,0.56369,0.86527,1.85909,0.76104,1.11574,0.0004886,0.0004886,0.0004886
231,28707.5,1.09319,2.07571,0.77935,1.12556,0.82694,0.78057,0.85103,0.61477,0.83396,0.78719,0.85272,0.57857,0.82218,1.67278,0.73499,1.09398,0.000482,0.000482,0.000482
232,28846.1,1.05307,1.99859,0.73577,1.11287,0.79449,0.79691,0.86469,0.61398,0.80785,0.80743,0.86283,0.59328,0.854,1.66778,0.7317,1.1066,0.0004754,0.0004754,0.0004754
233,28951.9,1.07109,2.0308,0.78503,1.13608,0.8088,0.7947,0.86546,0.61389,0.8275,0.80484,0.86874,0.59308,0.87293,1.71284,0.72855,1.1198,0.0004688,0.0004688,0.0004688
234,29056.2,1.03254,1.93071,0.74564,1.12504,0.82029,0.78594,0.86492,0.62068,0.84569,0.78366,0.87308,0.60073,0.85588,1.73561,0.72586,1.13096,0.0004622,0.0004622,0.0004622
235,29162.2,1.07578,2.11632,0.80498,1.1577,0.81718,0.77951,0.85998,0.6082,0.83067,0.77704,0.85637,0.58816,0.86617,1.68905,0.75501,1.12796,0.0004556,0.0004556,0.0004556
236,29268.9,1.0779,2.05263,0.76649,1.1334,0.81398,0.77275,0.85256,0.61286,0.82377,0.78587,0.85352,0.58528,0.83414,1.64527,0.75009,1.10989,0.000449,0.000449,0.000449
237,29381.9,1.08464,2.07983,0.7507,1.12822,0.78661,0.79747,0.85309,0.61924,0.84017,0.75717,0.85083,0.5811,0.82191,1.66114,0.73933,1.09851,0.0004424,0.0004424,0.0004424
238,29487.4,1.03893,1.96823,0.75613,1.12139,0.78984,0.79029,0.85569,0.61884,0.81342,0.79249,0.8573,0.58917,0.84449,1.64899,0.73778,1.10977,0.0004358,0.0004358,0.0004358
239,29594.6,1.06561,2.04837,0.76343,1.1219,0.80986,0.79691,0.85759,0.61702,0.82012,0.7947,0.8593,0.59213,0.82979,1.59376,0.75737,1.09629,0.0004292,0.0004292,0.0004292
240,29701.8,1.12475,2.1307,0.80627,1.15824,0.85367,0.73951,0.84551,0.60975,0.86853,0.75717,0.84894,0.58377,0.84716,1.56418,0.76892,1.09362,0.0004226,0.0004226,0.0004226
241,29810.5,1.07021,2.0338,0.78468,1.14972,0.82814,0.766,0.85372,0.61496,0.8384,0.77879,0.85892,0.59068,0.85552,1.58218,0.76831,1.10453,0.000416,0.000416,0.000416
242,29915.3,1.0837,2.07795,0.7914,1.13813,0.83839,0.74436,0.85899,0.62425,0.84067,0.75717,0.86026,0.59144,0.85046,1.67235,0.763,1.13959,0.0004094,0.0004094,0.0004094
243,30025.4,1.0872,2.0901,0.74422,1.11666,0.82757,0.75497,0.85445,0.62208,0.83372,0.75938,0.8542,0.59082,0.87052,1.68372,0.74876,1.14668,0.0004028,0.0004028,0.0004028
244,30129.4,1.05103,2.09643,0.81848,1.15755,0.78668,0.78151,0.85411,0.62518,0.8556,0.74556,0.85709,0.59596,0.82898,1.64791,0.72561,1.09846,0.0003962,0.0003962,0.0003962
245,30232.6,1.04244,1.98234,0.74123,1.10669,0.79515,0.79688,0.86366,0.62493,0.78037,0.81572,0.8673,0.60214,0.8257,1.67248,0.72314,1.10662,0.0003896,0.0003896,0.0003896
246,30342.1,1.06585,2.06052,0.77557,1.1322,0.80312,0.78146,0.87098,0.62754,0.81829,0.78366,0.87176,0.60108,0.82218,1.69793,0.73275,1.10633,0.000383,0.000383,0.000383
247,30448,1.07975,2.08336,0.77403,1.1475,0.79891,0.79807,0.87047,0.62638,0.80293,0.80574,0.87162,0.60761,0.82963,1.61158,0.7428,1.09566,0.0003764,0.0003764,0.0003764
248,30551.7,1.05568,2.09497,0.77143,1.12586,0.79685,0.80795,0.86212,0.62946,0.80166,0.81192,0.86165,0.5968,0.80516,1.6218,0.72307,1.07632,0.0003698,0.0003698,0.0003698
249,30659.7,1.0868,2.07896,0.78168,1.12631,0.7997,0.81015,0.8642,0.62958,0.81234,0.81227,0.86399,0.59682,0.79593,1.66294,0.71668,1.07472,0.0003632,0.0003632,0.0003632
250,30764.7,1.03224,1.99986,0.72351,1.11371,0.82039,0.79249,0.86937,0.62775,0.8408,0.7928,0.86551,0.59765,0.80232,1.71599,0.72189,1.0881,0.0003566,0.0003566,0.0003566
251,30872.1,1.04791,2.02199,0.77314,1.13482,0.8313,0.78366,0.8677,0.61694,0.84456,0.7796,0.8581,0.58304,0.86154,1.72262,0.737,1.11255,0.00035,0.00035,0.00035
