epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
180,892.145,0.24531,0.33632,0.08942,0.89258,0.73951,0.86139,0.64927,0.29134,0.41441,0.20436,0.00129116,0.00129116,0.00129116
181,896.923,0.20347,0.3034,0.07827,0.83358,0.80132,0.85978,0.64192,0.27575,0.43601,0.19872,0.0012872,0.0012872,0.0012872
182,902.047,0.22057,0.30392,0.08893,0.8227,0.78873,0.84477,0.63362,0.28452,0.44179,0.19385,0.00128324,0.00128324,0.00128324
183,907.032,0.22366,0.30597,0.07678,0.84589,0.76821,0.83807,0.62208,0.27409,0.43487,0.19112,0.00127928,0.00127928,0.00127928
184,911.846,0.21258,0.29857,0.08406,0.84051,0.76821,0.84232,0.63088,0.27379,0.42437,0.19468,0.00127532,0.00127532,0.00127532
185,916.574,0.20663,0.31432,0.08204,0.81907,0.79946,0.85798,0.64645,0.28514,0.39375,0.20438,0.00127136,0.00127136,0.00127136
186,921.371,0.23632,0.31213,0.08565,0.88193,0.75276,0.86579,0.64981,0.25568,0.42143,0.17699,0.0012674,0.0012674,0.0012674
187,926.222,0.24307,0.33433,0.09631,0.79034,0.80353,0.85444,0.6502,0.25476,0.48266,0.17799,0.00126344,0.00126344,0.00126344
188,931.164,0.22366,0.31679,0.07657,0.84272,0.76881,0.83877,0.64137,0.26625,0.43433,0.20283,0.00125948,0.00125948,0.00125948
189,935.912,0.2376,0.31001,0.07727,0.81992,0.75384,0.83432,0.6354,0.26223,0.47738,0.18375,0.00125552,0.00125552,0.00125552
190,940.672,0.21613,0.30181,0.07906,0.82539,0.80795,0.8632,0.64783,0.26971,0.40899,0.18736,0.00125156,0.00125156,0.00125156
191,945.636,0.2268,0.30375,0.08984,0.85835,0.80261,0.87372,0.65527,0.25419,0.39865,0.16562,0.0012476,0.0012476,0.0012476
192,950.429,0.22132,0.32405,0.09629,0.84004,0.81678,0.86696,0.64762,0.24658,0.38847,0.14826,0.00124364,0.00124364,0.00124364
193,955.212,0.22031,0.31514,0.08873,0.85138,0.78587,0.85708,0.64416,0.28575,0.38695,0.20966,0.00123968,0.00123968,0.00123968
194,960.037,0.24463,0.32413,0.09368,0.8206,0.79029,0.85907,0.64909,0.27503,0.39086,0.18467,0.00123572,0.00123572,0.00123572
195,965.027,0.23292,0.32274,0.08496,0.83791,0.78146,0.86107,0.657,0.26314,nan,0.17376,0.00123176,0.00123176,0.00123176
196,970.309,0.21504,0.31037,0.09055,0.87788,0.74583,0.85344,0.64626,0.27675,nan,0.18387,0.0012278,0.0012278,0.0012278
197,975.039,0.23253,0.31536,0.08731,0.83034,0.80574,0.85958,0.64187,0.26763,0.41751,0.18398,0.00122384,0.00122384,0.00122384
198,979.847,0.23034,0.32139,0.07864,0.86205,0.77251,0.86499,0.64626,0.25509,0.45997,0.16991,0.00121988,0.00121988,0.00121988
199,984.781,0.2193,0.3105,0.07152,0.83555,0.78511,0.85702,0.64595,0.26413,nan,0.1801,0.00121592,0.00121592,0.00121592
200,989.542,0.24971,0.34023,0.09355,0.80706,0.79411,0.84568,0.63744,0.27099,nan,0.18042,0.00121196,0.00121196,0.00121196
201,994.282,0.22174,0.31095,0.0824,0.80372,0.79546,0.83148,0.62817,0.26814,nan,0.17803,0.001208,0.001208,0.001208
202,999.544,0.23095,0.31258,0.08521,0.83847,0.77704,0.84805,0.64113,0.27702,0.39334,0.18267,0.00120404,0.00120404,0.00120404
203,1004.36,0.24069,0.32388,0.08787,0.82965,0.79559,0.84581,0.63619,0.27377,0.42149,0.19329,0.00120008,0.00120008,0.00120008
204,1009.2,0.25111,0.32465,0.08997,0.82182,0.81236,0.85417,0.64389,0.26051,0.40125,0.17082,0.00119612,0.00119612,0.00119612
205,1013.98,0.21361,0.30831,0.08034,0.84155,0.77483,0.84311,0.63916,0.26473,0.44687,0.16847,0.00119216,0.00119216,0.00119216
206,1018.92,0.22597,0.31159,0.08113,0.84401,0.77042,0.84033,0.63564,0.27726,0.447,0.18678,0.0011882,0.0011882,0.0011882
207,1023.7,0.21704,0.31216,0.07483,0.82115,0.77925,0.82781,0.62844,0.28488,nan,0.19315,0.00118424,0.00118424,0.00118424
208,1028.49,0.22331,0.31795,0.08075,0.84302,0.75717,0.82182,0.62995,0.28726,nan,0.19402,0.00118028,0.00118028,0.00118028
209,1033.19,0.2191,0.32095,0.07673,0.85225,0.766,0.8329,0.64152,0.28332,nan,0.20281,0.00117632,0.00117632,0.00117632
210,1038.14,0.22019,0.29099,0.07116,0.84095,0.77263,0.84035,0.6438,0.2917,0.41288,0.20438,0.00117236,0.00117236,0.00117236
211,1042.95,0.21005,0.29669,0.07056,0.79113,0.81942,0.84281,0.64847,0.26334,0.40117,0.17303,0.0011684,0.0011684,0.0011684
212,1047.75,0.21154,0.29404,0.06535,0.82172,0.77925,0.8419,0.64661,0.27544,0.39643,0.1959,0.00116444,0.00116444,0.00116444
213,1052.47,0.23477,0.30695,0.08315,0.83412,0.7659,0.84169,0.64376,0.28039,0.38826,0.19208,0.00116048,0.00116048,0.00116048
214,1057.4,0.20789,0.28958,0.07378,0.84747,0.79912,0.85501,0.65058,0.26376,0.39606,0.1756,0.00115652,0.00115652,0.00115652
215,1062.16,0.21667,0.30107,0.07455,0.83431,0.79691,0.84138,0.65138,0.26085,0.45044,0.17329,0.00115256,0.00115256,0.00115256
216,1066.93,0.20994,0.29793,0.07062,0.83904,0.78251,0.84728,0.65754,0.25535,0.43971,0.16977,0.0011486,0.0011486,0.0011486
217,1072.18,0.17842,0.27655,0.06178,0.83443,0.78808,0.86581,0.66496,0.24656,0.41809,0.16605,0.00114464,0.00114464,0.00114464
218,1077.71,0.21498,0.29644,0.07214,0.82884,0.81678,0.87689,0.6773,0.24709,0.39413,0.16519,0.00114068,0.00114068,0.00114068
219,1083.01,0.19422,0.27877,0.06577,0.81351,0.80132,0.85801,0.66133,0.2476,0.43263,0.16085,0.00113672,0.00113672,0.00113672
220,1087.77,0.19716,0.28298,0.07329,0.84097,0.75497,0.84169,0.65344,0.262,0.41491,0.1872,0.00113276,0.00113276,0.00113276
221,1092.5,0.206,0.29819,0.06973,0.846,0.80039,0.8508,0.6601,0.25709,0.38643,0.17368,0.0011288,0.0011288,0.0011288
222,1097.78,0.22013,0.29185,0.07815,0.84801,0.79029,0.85639,0.66357,0.25891,0.38445,0.17086,0.00112484,0.00112484,0.00112484
223,1102.54,0.21047,0.29878,0.0836,0.83806,0.78587,0.85018,0.6548,0.26517,nan,0.17605,0.00112088,0.00112088,0.00112088
224,1107.31,0.22223,0.29913,0.08174,0.80319,0.79277,0.8472,0.64322,0.27626,nan,0.19265,0.00111692,0.00111692,0.00111692
225,1112.08,0.2164,0.2802,0.07216,0.81781,0.79249,0.8362,0.63951,0.29438,nan,0.2041,0.00111296,0.00111296,0.00111296
226,1116.99,0.2041,0.2843,0.06548,0.79819,0.78577,0.82534,0.62721,0.28978,nan,0.18934,0.001109,0.001109,0.001109
227,1121.79,0.21608,0.31207,0.07646,0.824,0.7351,0.8209,0.62938,0.2833,nan,0.18519,0.00110504,0.00110504,0.00110504
228,1126.6,0.22311,0.29943,0.06719,0.85431,0.74834,0.83472,0.63287,0.29883,nan,0.20087,0.00110108,0.00110108,0.00110108
229,1131.55,0.22725,0.32809,0.07742,0.81977,0.77312,0.83976,0.64589,0.28896,nan,0.18796,0.00109712,0.00109712,0.00109712
230,1136.3,0.20982,0.32064,0.07993,0.85541,0.74442,0.83384,0.64491,0.25409,nan,0.172,0.00109316,0.00109316,0.00109316
231,1141.08,0.19476,0.29968,0.08007,0.82799,0.76159,0.83923,0.63739,0.26237,nan,0.17417,0.0010892,0.0010892,0.0010892
232,1145.86,0.19254,0.29926,0.06794,0.8005,0.77483,0.84651,0.64288,0.2758,nan,0.19896,0.00108524,0.00108524,0.00108524
233,1150.77,0.19335,0.29239,0.07167,0.78643,0.77224,0.82661,0.62886,0.28082,nan,0.18805,0.00108128,0.00108128,0.00108128
234,1155.56,0.19432,0.29247,0.07784,0.83021,0.71523,0.80405,0.61087,0.27742,nan,0.18497,0.00107732,0.00107732,0.00107732
235,1160.38,0.21188,0.29102,0.06684,0.78944,0.76143,0.82704,0.6245,0.27478,nan,0.19612,0.00107336,0.00107336,0.00107336
236,1165.19,0.20149,0.28574,0.06914,0.82913,0.76821,0.84857,0.65207,0.27062,nan,0.19041,0.0010694,0.0010694,0.0010694
237,1170.1,0.20613,0.27875,0.06984,0.80656,0.80132,0.8458,0.65355,0.26814,nan,0.16978,0.00106544,0.00106544,0.00106544
238,1174.86,0.19713,0.28071,0.06467,0.80337,0.78466,0.84169,0.65059,0.25868,0.46451,0.16675,0.00106148,0.00106148,0.00106148
239,1179.64,0.22335,0.27818,0.06854,0.80419,0.80795,0.84925,0.65979,0.25685,0.41877,0.17495,0.00105752,0.00105752,0.00105752
240,1184.41,0.19602,0.27827,0.06715,0.80927,0.79912,0.83774,0.64408,0.28634,nan,0.19392,0.00105356,0.00105356,0.00105356
241,1189.3,0.22457,0.28054,0.06722,0.81658,0.77925,0.83051,0.62806,0.27939,0.45256,0.18216,0.0010496,0.0010496,0.0010496
242,1194.34,0.2013,0.29367,0.06531,0.8165,0.78146,0.8395,0.64046,0.27389,0.45435,0.1902,0.00104564,0.00104564,0.00104564
243,1199.12,0.21165,0.28767,0.0777,0.83165,0.76336,0.84029,0.64239,0.28811,0.43743,0.19469,0.00104168,0.00104168,0.00104168
244,1203.9,0.20365,0.29127,0.07797,0.86445,0.75938,0.85227,0.66066,0.2424,0.42609,0.15884,0.00103772,0.00103772,0.00103772
245,1208.82,0.21134,0.29891,0.08544,0.8218,0.78391,0.83159,0.64242,0.25659,0.43184,0.1709,0.00103376,0.00103376,0.00103376
246,1213.63,0.20083,0.29526,0.07434,0.84615,0.77703,0.84143,0.65059,0.27884,0.40014,0.17178,0.0010298,0.0010298,0.0010298
247,1218.41,0.20888,0.28888,0.06752,0.81375,0.81019,0.84931,0.65378,0.27306,0.4075,0.16539,0.00102584,0.00102584,0.00102584
248,1223.2,0.18166,0.27647,0.07181,0.8173,0.81965,0.85842,0.64845,0.27887,0.41446,0.19695,0.00102188,0.00102188,0.00102188
249,1228.14,0.20481,0.28314,0.07056,0.81654,0.83664,0.85834,0.64611,0.27363,0.4276,0.18277,0.00101792,0.00101792,0.00101792
250,1232.93,0.21204,0.28295,0.07365,0.83053,0.81678,0.85499,0.65676,0.26747,0.44344,0.18441,0.00101396,0.00101396,0.00101396
251,1237.73,0.18601,0.27199,0.07089,0.8054,0.80132,0.84527,0.64194,0.30446,0.42687,0.23054,0.00101,0.00101,0.00101
252,1242.54,0.21412,0.29304,0.07701,0.80308,0.81015,0.84467,0.65053,0.2963,0.40812,0.2195,0.00100604,0.00100604,0.00100604
253,1247.51,0.19198,0.27765,0.07285,0.83332,0.80353,0.84877,0.64226,0.29297,0.40289,0.20628,0.00100208,0.00100208,0.00100208
254,1252.3,0.18546,0.28236,0.06694,0.86048,0.7638,0.85371,0.64192,0.27986,nan,0.19928,0.00099812,0.00099812,0.00099812
255,1257.08,0.18856,0.27645,0.07259,0.82518,0.77106,0.84526,0.63554,0.27888,nan,0.20328,0.00099416,0.00099416,0.00099416
256,1261.87,0.22676,0.29314,0.07478,0.83658,0.79691,0.85977,0.65936,0.25807,nan,0.17385,0.0009902,0.0009902,0.0009902
257,1266.8,0.18491,0.29225,0.0658,0.84722,0.78146,0.85217,0.64611,0.27004,nan,0.17931,0.00098624,0.00098624,0.00098624
258,1271.59,0.19621,0.28827,0.06911,0.85168,0.74172,0.8417,0.63485,0.27312,nan,0.17986,0.00098228,0.00098228,0.00098228
259,1276.39,0.2112,0.29939,0.0744,0.79901,0.75497,0.82807,0.62087,0.26523,nan,0.18974,0.00097832,0.00097832,0.00097832
260,1281.19,0.19037,0.26666,0.06865,0.80605,0.78901,0.84298,0.6494,0.26966,nan,0.18074,0.00097436,0.00097436,0.00097436
261,1286.08,0.21323,0.28198,0.08313,0.8055,0.80132,0.85346,0.6569,0.26256,nan,0.18769,0.0009704,0.0009704,0.0009704
262,1291.18,0.18788,0.26422,0.06795,0.79872,0.76159,0.83009,0.63922,0.26455,nan,0.18109,0.00096644,0.00096644,0.00096644
263,1295.95,0.18055,0.27498,0.05984,0.79573,0.77483,0.83258,0.63867,0.27625,nan,0.17268,0.00096248,0.00096248,0.00096248
264,1300.74,0.195,0.27678,0.06924,0.80716,0.79249,0.82418,0.62321,0.28477,nan,0.19828,0.00095852,0.00095852,0.00095852
265,1305.64,0.18214,0.27311,0.05959,0.80982,0.79899,0.82678,0.61352,0.29025,nan,0.19908,0.00095456,0.00095456,0.00095456
266,1310.41,0.20906,0.28377,0.06896,0.84513,0.77483,0.83982,0.61751,0.27866,nan,0.19407,0.0009506,0.0009506,0.0009506
267,1315.18,0.1852,0.27136,0.06862,0.80264,0.79912,0.84246,0.62046,0.30994,nan,0.2376,0.00094664,0.00094664,0.00094664
268,1319.96,0.21373,0.28139,0.07044,0.82682,0.77925,0.84962,0.63299,0.29254,0.43397,0.22315,0.00094268,0.00094268,0.00094268
