epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
174,1073.01,0.2734,0.34863,0.08353,0.81885,0.80132,0.84925,0.64182,0.29461,0.42161,0.21135,0.00131492,0.00131492,0.00131492
175,1079.01,0.29724,0.35145,0.08081,0.82876,0.70419,0.79228,0.60188,0.34138,0.43804,0.26046,0.00131096,0.00131096,0.00131096
176,1085.07,0.28463,0.34962,0.0756,0.80064,0.76241,0.81498,0.6148,0.31434,0.43377,0.2365,0.001307,0.001307,0.001307
177,1091.24,0.31984,0.34885,0.08383,0.83247,0.70204,0.80423,0.59803,0.3331,0.44843,0.25387,0.00130304,0.00130304,0.00130304
178,1097.27,0.29175,0.35552,0.08916,0.81061,0.74614,0.83124,0.62136,0.31099,0.4795,0.22758,0.00129908,0.00129908,0.00129908
179,1103.29,0.29167,0.36056,0.09352,0.79865,0.766,0.82242,0.61296,0.28554,0.47551,0.18929,0.00129512,0.00129512,0.00129512
180,1109.31,0.28553,0.36438,0.09641,0.78913,0.77042,0.81609,0.60268,0.29446,0.45781,0.21743,0.00129116,0.00129116,0.00129116
181,1115.5,0.30625,0.36966,0.09435,0.7961,0.75848,0.83717,0.61315,0.27399,0.49487,0.18543,0.0012872,0.0012872,0.0012872
182,1121.82,0.29373,0.37009,0.09109,0.80553,0.79551,0.84999,0.63397,0.27793,0.4619,0.18684,0.00128324,0.00128324,0.00128324
183,1127.84,0.29946,0.36788,0.08838,0.8175,0.78116,0.85974,0.63484,0.27545,0.4645,0.20166,0.00127928,0.00127928,0.00127928
184,1134.02,0.27956,0.35891,0.09234,0.81537,0.77263,0.84595,0.63463,0.29042,0.46993,0.19757,0.00127532,0.00127532,0.00127532
185,1140,0.28959,0.35426,0.08546,0.81352,0.75497,0.82044,0.60871,0.29922,0.45584,0.2001,0.00127136,0.00127136,0.00127136
186,1146.07,0.30678,0.35905,0.09796,0.85014,0.74393,0.83155,0.62328,0.30379,0.43245,0.21502,0.0012674,0.0012674,0.0012674
187,1152.1,0.30093,0.37122,0.09343,0.83942,0.74172,0.82748,0.62259,0.29768,0.44608,0.20528,0.00126344,0.00126344,0.00126344
188,1158.3,0.29833,0.3534,0.08949,0.85246,0.75717,0.84867,0.63263,0.27559,0.46443,0.17961,0.00125948,0.00125948,0.00125948
189,1164.33,0.3124,0.36765,0.0951,0.82354,0.77269,0.84083,0.63498,0.28581,0.43336,0.20177,0.00125552,0.00125552,0.00125552
190,1170.37,0.30389,0.37305,0.09309,0.82344,0.78243,0.84563,0.63915,0.28285,0.42269,0.21002,0.00125156,0.00125156,0.00125156
191,1176.6,0.2937,0.37348,0.08625,0.80964,0.76159,0.83239,0.62944,0.27506,0.45737,0.20806,0.0012476,0.0012476,0.0012476
192,1182.61,0.28341,0.34687,0.08423,0.81372,0.75938,0.83408,0.63016,0.28452,0.44729,0.19695,0.00124364,0.00124364,0.00124364
193,1188.6,0.29373,0.34422,0.08058,0.81752,0.79249,0.84209,0.63228,0.29972,0.43905,0.20285,0.00123968,0.00123968,0.00123968
194,1194.62,0.28664,0.34429,0.0772,0.81929,0.74614,0.83496,0.63299,0.28343,0.4444,0.18339,0.00123572,0.00123572,0.00123572
195,1200.81,0.27793,0.34889,0.08642,0.80965,0.77925,0.83857,0.63066,0.2847,0.4605,0.20726,0.00123176,0.00123176,0.00123176
196,1206.84,0.28609,0.34329,0.09044,0.77521,0.80696,0.8424,0.63256,0.30453,0.4647,0.23196,0.0012278,0.0012278,0.0012278
197,1212.8,0.26764,0.34988,0.07998,0.84036,0.77856,0.86031,0.64883,0.28359,0.43084,0.20994,0.00122384,0.00122384,0.00122384
198,1219,0.28783,0.35295,0.08529,0.81832,0.81015,0.86387,0.65863,0.27475,0.42499,0.20044,0.00121988,0.00121988,0.00121988
199,1225.04,0.27159,0.34029,0.0757,0.82122,0.77483,0.84672,0.62773,0.30973,0.40257,0.21729,0.00121592,0.00121592,0.00121592
200,1231.06,0.24639,0.32655,0.08014,0.82897,0.8132,0.85902,0.65256,0.31003,0.40237,0.22877,0.00121196,0.00121196,0.00121196
201,1237.07,0.29179,0.35189,0.08081,0.85901,0.7532,0.83628,0.63852,0.30232,0.51911,0.20116,0.001208,0.001208,0.001208
202,1243.63,0.29196,0.34121,0.0761,0.80395,0.80795,0.85528,0.65956,0.2984,0.41905,0.22563,0.00120404,0.00120404,0.00120404
203,1249.72,0.29013,0.33925,0.078,0.84097,0.7588,0.84388,0.63991,0.29753,0.40802,0.21424,0.00120008,0.00120008,0.00120008
204,1255.76,0.27156,0.33615,0.08581,0.82815,0.7947,0.86106,0.64662,0.28868,0.39466,0.21058,0.00119612,0.00119612,0.00119612
205,1261.99,0.29084,0.33424,0.07941,0.8459,0.77925,0.86046,0.65638,0.29514,0.40254,0.21946,0.00119216,0.00119216,0.00119216
206,1268.01,0.27754,0.34011,0.07421,0.8503,0.78995,0.86939,0.66388,0.2779,0.41742,0.20526,0.0011882,0.0011882,0.0011882
207,1274.54,0.26113,0.31181,0.07972,0.84221,0.78944,0.86392,0.66215,0.28307,0.45829,0.19752,0.00118424,0.00118424,0.00118424
208,1280.59,0.26223,0.32569,0.07853,0.83714,0.80563,0.86824,0.65869,0.28424,0.47092,0.19005,0.00118028,0.00118028,0.00118028
209,1286.73,0.26514,0.32566,0.07908,0.8348,0.81432,0.87841,0.66383,0.28531,0.43237,0.19068,0.00117632,0.00117632,0.00117632
210,1292.73,0.2629,0.33043,0.07669,0.87055,0.77199,0.86983,0.65559,0.28825,0.45448,0.1965,0.00117236,0.00117236,0.00117236
211,1298.73,0.27319,0.3321,0.08446,0.82592,0.78366,0.85606,0.65319,0.28207,0.44787,0.21083,0.0011684,0.0011684,0.0011684
212,1304.74,0.27125,0.33689,0.07886,0.8121,0.82781,0.839,0.64319,0.28639,0.45048,0.20479,0.00116444,0.00116444,0.00116444
213,1310.93,0.27553,0.34073,0.08923,0.84624,0.79691,0.8482,0.63583,0.32296,0.38221,0.2321,0.00116048,0.00116048,0.00116048
214,1316.91,0.27696,0.34131,0.08252,0.83941,0.79615,0.85379,0.63371,0.31321,0.42054,0.23338,0.00115652,0.00115652,0.00115652
215,1322.92,0.27938,0.33611,0.07777,0.83022,0.79878,0.84902,0.63826,0.31568,0.40609,0.24212,0.00115256,0.00115256,0.00115256
216,1329.11,0.26051,0.33141,0.07439,0.86215,0.74556,0.84525,0.63651,0.3114,0.42141,0.23117,0.0011486,0.0011486,0.0011486
217,1335.08,0.26173,0.33137,0.07936,0.8627,0.77263,0.85635,0.64152,0.29444,0.43951,0.21702,0.00114464,0.00114464,0.00114464
218,1341.1,0.26131,0.34383,0.087,0.83413,0.79928,0.85213,0.6456,0.30004,0.41231,0.2098,0.00114068,0.00114068,0.00114068
219,1347.15,0.26812,0.32707,0.07833,0.81512,0.80779,0.85744,0.64428,0.29038,0.45224,0.20501,0.00113672,0.00113672,0.00113672
220,1353.38,0.27595,0.3272,0.07766,0.82098,0.81457,0.85243,0.6313,0.30136,0.43095,0.22145,0.00113276,0.00113276,0.00113276
221,1359.35,0.2743,0.33209,0.08004,0.8245,0.79858,0.85122,0.63116,0.2959,0.44697,0.20951,0.0011288,0.0011288,0.0011288
222,1365.63,0.26931,0.33906,0.09228,0.82104,0.76821,0.83198,0.62615,0.30371,0.44169,0.23977,0.00112484,0.00112484,0.00112484
223,1371.85,0.25589,0.32663,0.07549,0.82265,0.79249,0.82923,0.62099,0.29105,0.43078,0.2247,0.00112088,0.00112088,0.00112088
224,1377.9,0.29156,0.34267,0.08349,0.83556,0.77925,0.84087,0.62823,0.27633,0.40591,0.19217,0.00111692,0.00111692,0.00111692
225,1383.88,0.26602,0.32608,0.07751,0.81652,0.77704,0.84072,0.64286,0.27428,0.43059,0.20779,0.00111296,0.00111296,0.00111296
226,1389.9,0.27313,0.33247,0.07933,0.80864,0.78146,0.83299,0.63353,0.29337,0.4677,0.20591,0.001109,0.001109,0.001109
227,1396.12,0.27449,0.33232,0.08436,0.82974,0.76379,0.84056,0.6392,0.32103,0.44538,0.24213,0.00110504,0.00110504,0.00110504
228,1402.11,0.25296,0.31969,0.07129,0.8306,0.82119,0.87276,0.64947,0.31629,0.461,0.22894,0.00110108,0.00110108,0.00110108
229,1408.12,0.27365,0.33538,0.07773,0.8043,0.83469,0.86455,0.64983,0.30069,0.42205,0.23468,0.00109712,0.00109712,0.00109712
230,1414.15,0.26491,0.32737,0.09431,0.83737,0.80701,0.8609,0.64783,0.28695,0.42792,0.19721,0.00109316,0.00109316,0.00109316
231,1420.34,0.25295,0.32247,0.07164,0.83143,0.7947,0.8472,0.64574,0.29757,0.42269,0.2118,0.0010892,0.0010892,0.0010892
232,1426.35,0.27226,0.33336,0.07845,0.81073,0.81318,0.85324,0.65233,0.29047,0.43124,0.22781,0.00108524,0.00108524,0.00108524
233,1432.34,0.2591,0.33355,0.07762,0.86822,0.77483,0.85132,0.64624,0.30825,0.42476,0.22938,0.00108128,0.00108128,0.00108128
234,1438.38,0.26613,0.32751,0.08119,0.83193,0.82119,0.85496,0.64686,0.29949,0.39614,0.21035,0.00107732,0.00107732,0.00107732
235,1444.59,0.2763,0.32564,0.07704,0.82028,0.83628,0.85208,0.64176,0.30538,0.42648,0.23129,0.00107336,0.00107336,0.00107336
236,1450.63,0.23456,0.31578,0.06882,0.82085,0.82941,0.85433,0.64271,0.26874,0.45067,0.19391,0.0010694,0.0010694,0.0010694
237,1456.66,0.25795,0.32247,0.07783,0.82641,0.83023,0.86379,0.64293,0.28714,0.43834,0.18957,0.00106544,0.00106544,0.00106544
238,1462.78,0.26794,0.33447,0.08249,0.8252,0.81015,0.86231,0.6391,0.2979,0.43124,0.2104,0.00106148,0.00106148,0.00106148
239,1469.06,0.28104,0.33995,0.08265,0.84445,0.80574,0.86044,0.63173,0.3387,0.42017,0.25865,0.00105752,0.00105752,0.00105752
240,1475.13,0.26492,0.32749,0.07986,0.84997,0.80574,0.86414,0.64039,0.27548,0.44107,0.17387,0.00105356,0.00105356,0.00105356
241,1481.16,0.26343,0.32939,0.07792,0.84642,0.7908,0.86398,0.64541,0.27969,0.42982,0.18999,0.0010496,0.0010496,0.0010496
242,1487.77,0.25194,0.31516,0.07123,0.85457,0.77827,0.86552,0.64107,0.27315,0.44878,0.19093,0.00104564,0.00104564,0.00104564
243,1493.83,0.25385,0.32832,0.07269,0.84777,0.72848,0.83335,0.61905,0.29752,0.42778,0.21355,0.00104168,0.00104168,0.00104168
244,1499.96,0.28381,0.33994,0.07895,0.83713,0.78288,0.84702,0.61143,0.29966,0.41492,0.22124,0.00103772,0.00103772,0.00103772
245,1505.95,0.26852,0.33885,0.07906,0.80978,0.80353,0.85361,0.6236,0.29943,0.43375,0.2083,0.00103376,0.00103376,0.00103376
246,1512.2,0.27275,0.33056,0.07225,0.81583,0.80353,0.85444,0.62426,0.29619,0.42511,0.20849,0.0010298,0.0010298,0.0010298
247,1518.28,0.27297,0.33459,0.07856,0.8522,0.8146,0.86249,0.63713,0.27877,0.42474,0.1978,0.00102584,0.00102584,0.00102584
248,1524.33,0.25705,0.32268,0.0773,0.85384,0.79954,0.86163,0.64306,0.2889,0.44833,0.22062,0.00102188,0.00102188,0.00102188
249,1530.36,0.2922,0.34383,0.07851,0.81644,0.83444,0.86738,0.6505,0.28269,0.46108,0.21604,0.00101792,0.00101792,0.00101792
250,1536.65,0.25809,0.34119,0.07895,0.84376,0.83002,0.87946,0.67466,0.26768,0.40391,0.19644,0.00101396,0.00101396,0.00101396
251,1543.2,0.25459,0.32506,0.08245,0.87843,0.80353,0.87805,0.64997,0.29866,0.4883,0.24603,0.00101,0.00101,0.00101
252,1549.28,0.26743,0.32486,0.07158,0.87656,0.7681,0.86476,0.64499,0.30635,0.46855,0.23338,0.00100604,0.00100604,0.00100604
253,1555.28,0.26617,0.32901,0.08858,0.835,0.79912,0.85859,0.64166,0.3106,0.51806,0.2402,0.00100208,0.00100208,0.00100208
254,1561.54,0.25392,0.31943,0.07648,0.85736,0.78146,0.8543,0.64687,0.29392,0.53164,0.22606,0.00099812,0.00099812,0.00099812
255,1567.57,0.24825,0.31244,0.07419,0.8599,0.80574,0.87894,0.66237,0.26577,0.41301,0.18618,0.00099416,0.00099416,0.00099416
256,1573.64,0.2695,0.32486,0.07521,0.83174,0.79657,0.8495,0.65144,0.28296,0.43498,0.1981,0.0009902,0.0009902,0.0009902
257,1579.83,0.26872,0.32353,0.08764,0.82652,0.77483,0.84109,0.63952,0.29177,0.44164,0.19889,0.00098624,0.00098624,0.00098624
258,1585.84,0.25272,0.31059,0.0725,0.84611,0.75249,0.82933,0.62779,0.30684,0.49835,0.21802,0.00098228,0.00098228,0.00098228
259,1591.91,0.252,0.3137,0.06806,0.8201,0.77488,0.82512,0.6296,0.30719,0.48593,0.20488,0.00097832,0.00097832,0.00097832
260,1598.01,0.24871,0.31436,0.07243,0.82573,0.75276,0.82697,0.63088,0.29992,0.45432,0.20504,0.00097436,0.00097436,0.00097436
261,1604.26,0.24938,0.31188,0.06977,0.83827,0.80093,0.84599,0.65099,0.29552,0.43692,0.21768,0.0009704,0.0009704,0.0009704
262,1610.62,0.24367,0.29317,0.06874,0.85084,0.79331,0.864,0.65749,0.30653,0.39051,0.24207,0.00096644,0.00096644,0.00096644
263,1616.68,0.25809,0.31357,0.07394,0.82466,0.83061,0.87149,0.6647,0.28732,0.38467,0.22005,0.00096248,0.00096248,0.00096248
264,1622.95,0.24784,0.30787,0.0713,0.81743,0.83002,0.87126,0.67355,0.27356,0.39898,0.20751,0.00095852,0.00095852,0.00095852
265,1628.97,0.24657,0.31162,0.07719,0.88436,0.75972,0.87562,0.67008,0.2673,0.44692,0.20063,0.00095456,0.00095456,0.00095456
266,1635.05,0.254,0.3088,0.06799,0.87056,0.78687,0.87296,0.65745,0.27089,0.45629,0.19426,0.0009506,0.0009506,0.0009506
267,1641.1,0.25822,0.31192,0.07155,0.88171,0.77483,0.87076,0.65862,0.25641,0.56067,0.17168,0.00094664,0.00094664,0.00094664
268,1647.34,0.24807,0.3156,0.06868,0.8683,0.79029,0.87762,0.66738,0.26102,0.46416,0.18522,0.00094268,0.00094268,0.00094268
269,1653.34,0.24446,0.30795,0.07043,0.83368,0.81678,0.87078,0.66162,0.27415,0.40982,0.20852,0.00093872,0.00093872,0.00093872
270,1659.43,0.2687,0.32947,0.07666,0.84593,0.82561,0.87026,0.66231,0.25972,0.40198,0.19051,0.00093476,0.00093476,0.00093476
271,1665.49,0.23743,0.31105,0.07744,0.82565,0.81898,0.8677,0.65751,0.27197,0.40006,0.19847,0.0009308,0.0009308,0.0009308
272,1671.73,0.27006,0.33462,0.07368,0.89031,0.69316,0.80082,0.59517,0.31954,0.47125,0.24967,0.00092684,0.00092684,0.00092684
273,1677.73,0.26699,0.33684,0.06594,0.87962,0.74172,0.83743,0.63595,0.30289,0.42684,0.2115,0.00092288,0.00092288,0.00092288
274,1683.79,0.24553,0.32535,0.06646,0.8426,0.78366,0.85505,0.65466,0.29486,0.40249,0.20903,0.00091892,0.00091892,0.00091892
275,1689.84,0.24726,0.31649,0.0789,0.84254,0.7914,0.86071,0.65242,0.28642,0.42231,0.20181,0.00091496,0.00091496,0.00091496
276,1696.13,0.28062,0.33701,0.07253,0.84613,0.79029,0.86317,0.6387,0.29614,0.45622,0.20831,0.000911,0.000911,0.000911
277,1702.2,0.24524,0.32447,0.07742,0.82825,0.7947,0.85842,0.64616,0.30521,0.4099,0.23232,0.00090704,0.00090704,0.00090704
278,1708.22,0.25493,0.3373,0.09047,0.83293,0.79238,0.85202,0.63855,0.29642,0.43224,0.20664,0.00090308,0.00090308,0.00090308
279,1714.3,0.24102,0.30941,0.07017,0.83493,0.79912,0.85431,0.64431,0.31354,0.40491,0.2287,0.00089912,0.00089912,0.00089912
280,1720.53,0.23461,0.31515,0.06439,0.83878,0.79029,0.85518,0.64583,0.3065,0.40028,0.23714,0.00089516,0.00089516,0.00089516
281,1726.56,0.24225,0.30651,0.07382,0.86163,0.75717,0.84499,0.64062,0.29625,0.43323,0.22138,0.0008912,0.0008912,0.0008912
282,1732.93,0.26227,0.3134,0.07963,0.84863,0.80574,0.84492,0.64157,0.29592,0.42692,0.22985,0.00088724,0.00088724,0.00088724
283,1738.98,0.2595,0.31457,0.0706,0.83496,0.81528,0.86088,0.64316,0.28382,0.41185,0.21932,0.00088328,0.00088328,0.00088328
284,1745.22,0.25517,0.32334,0.07455,0.84182,0.79889,0.86272,0.6591,0.26802,0.38065,0.18015,0.00087932,0.00087932,0.00087932
285,1751.26,0.23307,0.3131,0.06785,0.82772,0.80353,0.85975,0.66363,0.27648,0.40945,0.17807,0.00087536,0.00087536,0.00087536
286,1757.38,0.26685,0.32149,0.07307,0.82458,0.7886,0.8519,0.64805,0.29524,0.42141,0.18654,0.0008714,0.0008714,0.0008714
287,1763.63,0.25884,0.3128,0.07108,0.81827,0.79519,0.84996,0.65408,0.27585,0.44265,0.17422,0.00086744,0.00086744,0.00086744
288,1769.67,0.25024,0.31057,0.07704,0.85841,0.78587,0.86325,0.6461,0.30403,0.43508,0.2366,0.00086348,0.00086348,0.00086348
289,1775.67,0.23601,0.30564,0.06504,0.87196,0.75169,0.86211,0.64163,0.31274,0.42338,0.24144,0.00085952,0.00085952,0.00085952
290,1781.8,0.2761,0.32669,0.06493,0.8218,0.78146,0.85472,0.64972,0.2903,0.44376,0.19936,0.00085556,0.00085556,0.00085556
291,1788.09,0.27512,0.32533,0.07041,0.82431,0.78715,0.85109,0.63824,0.30204,0.3986,0.20335,0.0008516,0.0008516,0.0008516
292,1794.16,0.24513,0.31019,0.06859,0.86521,0.78587,0.86278,0.64709,0.28335,0.44299,0.18474,0.00084764,0.00084764,0.00084764
293,1800.18,0.23904,0.30519,0.06689,0.88237,0.78146,0.86756,0.65429,0.27038,0.43035,0.17238,0.00084368,0.00084368,0.00084368
294,1806.22,0.25537,0.30836,0.06806,0.84862,0.79249,0.86845,0.65923,0.27247,0.3991,0.19427,0.00083972,0.00083972,0.00083972
295,1812.5,0.23248,0.30425,0.06928,0.87037,0.77042,0.85953,0.65165,0.26917,0.44951,0.18528,0.00083576,0.00083576,0.00083576
296,1818.61,0.23274,0.30518,0.06898,0.85063,0.77042,0.85426,0.65281,0.29983,0.42742,0.2274,0.0008318,0.0008318,0.0008318
297,1824.64,0.23922,0.30145,0.06552,0.84169,0.76821,0.84904,0.64932,0.27231,0.48134,0.19814,0.00082784,0.00082784,0.00082784
298,1830.64,0.23953,0.30325,0.06624,0.82205,0.7947,0.84901,0.64583,0.28701,0.44063,0.21775,0.00082388,0.00082388,0.00082388
299,1836.81,0.22974,0.29631,0.06349,0.86473,0.77704,0.85935,0.65672,0.29125,0.40169,0.22724,0.00081992,0.00081992,0.00081992
300,1842.83,0.23024,0.30088,0.06784,0.82505,0.77925,0.85768,0.66141,0.27806,0.41895,0.21316,0.00081596,0.00081596,0.00081596
