epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,125.399,1.43921,2.86849,1.6003,1.30706,0,0.03163,0.90066,0.30234,0.17912,0.02977,0.84768,0.21083,0.10099,0.97071,2.58241,2.63247,1.06553,0,0.00028,0.00028,0.00028
