epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,13242.6,1.09385,1.94148,0.85836,1.16022,0.80919,0.76766,0.84137,0.5795,0.81531,0.7638,0.84985,0.56083,0.96437,1.84575,0.86154,1.17031,0.0011816,0.0011816,0.0011816
126,13353.8,1.22937,2.22328,0.90165,1.19205,0.83472,0.73951,0.83527,0.57903,0.84023,0.743,0.84579,0.54557,0.9518,1.94292,0.9286,1.17246,0.001175,0.001175,0.001175
127,13460.9,1.1991,2.12051,0.90389,1.19553,0.8364,0.75613,0.84436,0.57865,0.8364,0.75613,0.84799,0.55063,0.95812,1.88626,0.8481,1.163,0.0011684,0.0011684,0.0011684
128,13565.1,1.11577,2.01268,0.87547,1.16949,0.80133,0.75276,0.82288,0.56308,0.81401,0.75361,0.83226,0.52503,0.98015,2.08479,0.93448,1.19026,0.0011618,0.0011618,0.0011618
129,13668.2,1.09328,1.95741,0.85595,1.15004,0.80081,0.77925,0.84163,0.57421,0.80308,0.78146,0.84317,0.54767,0.97211,2.09878,0.84446,1.1674,0.0011552,0.0011552,0.0011552
130,13773.9,1.15286,2.10832,0.90253,1.17508,0.79903,0.76357,0.83619,0.57484,0.84042,0.73242,0.83271,0.52404,0.92738,2.12905,0.88089,1.14079,0.0011486,0.0011486,0.0011486
131,13889.8,1.14381,2.13882,0.89164,1.17196,0.78017,0.80132,0.84108,0.59013,0.78201,0.79691,0.82973,0.54672,0.91397,1.86708,0.83133,1.12557,0.001142,0.001142,0.001142
132,13996.1,1.18887,2.11449,0.89053,1.18176,0.80224,0.76117,0.84279,0.58649,0.80348,0.77617,0.85112,0.55695,0.93703,1.91115,0.86443,1.16377,0.0011354,0.0011354,0.0011354
133,14101.4,1.11315,1.99899,0.8656,1.16549,0.81326,0.75055,0.82881,0.57747,0.80743,0.74393,0.81778,0.54304,0.93936,1.92932,0.85474,1.16574,0.0011288,0.0011288,0.0011288
134,14223.8,1.13324,2.09607,0.89939,1.19281,0.81218,0.71595,0.82504,0.57407,0.82614,0.71302,0.82003,0.52388,0.94518,1.9203,0.86066,1.17452,0.0011222,0.0011222,0.0011222
135,14330.3,1.17302,2.11391,0.88407,1.17566,0.83983,0.69448,0.82123,0.57864,0.77553,0.75497,0.82539,0.54913,0.94964,1.81243,0.84134,1.17587,0.0011156,0.0011156,0.0011156
136,14434.8,1.10737,2.01996,0.90617,1.17981,0.86717,0.65563,0.80814,0.55155,0.77909,0.70845,0.79499,0.51275,0.99392,1.9585,0.8797,1.19649,0.001109,0.001109,0.001109
137,14539.7,1.14191,2.05878,0.8576,1.15595,0.85743,0.67108,0.80819,0.54678,0.8527,0.65171,0.79633,0.51198,0.95367,1.97283,0.93058,1.14842,0.0011024,0.0011024,0.0011024
138,14649.8,1.16449,2.07115,0.84962,1.16739,0.78601,0.77704,0.82987,0.54604,0.79802,0.74614,0.81584,0.51772,0.97122,1.91893,0.88554,1.15842,0.0010958,0.0010958,0.0010958
139,14755.5,1.14897,2.06836,0.85553,1.16588,0.79702,0.77263,0.83464,0.56174,0.83353,0.74056,0.84121,0.5312,0.95323,1.88548,0.88667,1.15854,0.0010892,0.0010892,0.0010892
140,14859.9,1.14505,2.16971,0.91196,1.18031,0.80868,0.77483,0.84489,0.58631,0.82836,0.79029,0.85842,0.54057,0.92425,1.96409,0.7937,1.11118,0.0010826,0.0010826,0.0010826
141,14963.9,1.10242,2.01622,0.85801,1.15877,0.84467,0.76825,0.8685,0.60763,0.87069,0.75055,0.85438,0.5683,0.93144,1.99187,0.81383,1.11332,0.001076,0.001076,0.001076
142,15069.7,1.12059,2.03341,0.84002,1.14138,0.81027,0.79193,0.85216,0.59481,0.82144,0.79912,0.85781,0.565,0.94734,1.85719,0.84867,1.14761,0.0010694,0.0010694,0.0010694
143,15175.9,1.08864,1.94711,0.83155,1.15171,0.79488,0.766,0.83154,0.57831,0.80967,0.77944,0.85111,0.55483,0.93996,1.94798,0.85383,1.18293,0.0010628,0.0010628,0.0010628
144,15280.2,1.09825,1.95334,0.82529,1.15716,0.79721,0.79029,0.85561,0.58868,0.80363,0.79501,0.86815,0.56714,0.98258,1.91983,0.80012,1.19907,0.0010562,0.0010562,0.0010562
145,15384.1,1.06871,1.87208,0.79235,1.1262,0.81729,0.78998,0.86132,0.5987,0.81795,0.79344,0.86747,0.58658,0.94359,1.84063,0.78152,1.18168,0.0010496,0.0010496,0.0010496
146,15489.4,1.10319,2.02131,0.82276,1.15764,0.78324,0.80574,0.8451,0.57685,0.79235,0.80132,0.84524,0.57192,0.9953,1.87882,0.85202,1.17638,0.001043,0.001043,0.001043
147,15593.7,1.12083,1.98204,0.835,1.17257,0.80891,0.79428,0.84391,0.57907,0.80666,0.79207,0.84174,0.54269,0.97761,1.91578,0.8103,1.19512,0.0010364,0.0010364,0.0010364
148,15713.2,1.17377,2.1312,0.874,1.187,0.81776,0.7638,0.84812,0.58572,0.80036,0.78765,0.85484,0.56064,0.93347,1.99167,0.84054,1.14514,0.0010298,0.0010298,0.0010298
149,15827.9,1.13988,2.06449,0.86701,1.17705,0.82869,0.74751,0.84225,0.59457,0.8467,0.72848,0.84697,0.55885,0.92491,1.7436,0.86202,1.12968,0.0010232,0.0010232,0.0010232
150,15932.4,1.0927,1.88871,0.83403,1.14565,0.8174,0.77076,0.85389,0.60465,0.82416,0.77483,0.86102,0.58853,0.91878,1.80159,0.87212,1.14661,0.0010166,0.0010166,0.0010166
151,16037.7,1.06474,1.93832,0.83099,1.13939,0.85854,0.71302,0.83133,0.59676,0.86884,0.71656,0.83869,0.55984,0.93389,1.99803,0.83557,1.16325,0.00101,0.00101,0.00101
152,16143.3,1.06449,1.89223,0.78512,1.13851,0.82206,0.73426,0.83704,0.57585,0.827,0.73868,0.82515,0.53508,0.96178,2.10527,0.90522,1.18101,0.0010034,0.0010034,0.0010034
153,16250.3,1.10669,1.95291,0.81485,1.13039,0.84427,0.71805,0.84178,0.58098,0.8508,0.72848,0.84214,0.54101,0.95919,2.00153,0.94069,1.18546,0.0009968,0.0009968,0.0009968
154,16356.8,1.11232,2.00691,0.85726,1.15754,0.82466,0.78907,0.85424,0.57818,0.81294,0.77925,0.84283,0.53898,0.94613,2.07784,0.81666,1.15462,0.0009902,0.0009902,0.0009902
155,16465.9,1.05256,1.84238,0.79591,1.12694,0.81037,0.766,0.846,0.58435,0.81567,0.75055,0.83743,0.53845,0.91271,2.04013,0.80944,1.17347,0.0009836,0.0009836,0.0009836
156,16573.5,1.12259,2.06842,0.82562,1.16405,0.82138,0.75116,0.84743,0.59179,0.83311,0.74393,0.84384,0.54693,0.92418,1.80738,0.78846,1.13938,0.000977,0.000977,0.000977
157,16678.4,1.08601,1.92472,0.82794,1.14767,0.76278,0.79249,0.84236,0.5811,0.83867,0.71965,0.83353,0.54317,0.92622,1.74918,0.80275,1.12885,0.0009704,0.0009704,0.0009704
158,16782.5,1.08105,1.98371,0.83568,1.14574,0.81563,0.75276,0.83527,0.56768,0.81563,0.75276,0.83086,0.53021,0.96581,1.99901,0.81488,1.14783,0.0009638,0.0009638,0.0009638
159,16890.5,1.08778,2.00602,0.82906,1.13972,0.81358,0.7707,0.85128,0.58244,0.82216,0.77704,0.84479,0.55276,0.94731,1.91266,0.8206,1.13489,0.0009572,0.0009572,0.0009572
160,16997.3,1.07173,1.92176,0.80599,1.12379,0.837,0.79346,0.87236,0.59521,0.83484,0.79223,0.8637,0.57072,0.92547,1.7753,0.77059,1.13527,0.0009506,0.0009506,0.0009506
161,17104.1,1.09507,1.98522,0.82961,1.15632,0.85525,0.78255,0.87493,0.5886,0.85875,0.77925,0.86358,0.56571,0.96059,1.88035,0.75536,1.15704,0.000944,0.000944,0.000944
162,17210,1.0464,1.89217,0.81001,1.1197,0.84668,0.77704,0.86693,0.58656,0.83947,0.77042,0.85431,0.5596,0.95265,1.87829,0.78576,1.16864,0.0009374,0.0009374,0.0009374
163,17313.1,1.08435,2.0158,0.8719,1.17193,0.78622,0.78751,0.8356,0.55857,0.76552,0.77836,0.81628,0.51857,0.94741,1.98657,0.85205,1.14589,0.0009308,0.0009308,0.0009308
164,17419,1.09282,2.01087,0.80234,1.1295,0.85027,0.75717,0.84151,0.57625,0.84817,0.7638,0.83263,0.54615,0.95472,1.92385,0.84266,1.1647,0.0009242,0.0009242,0.0009242
165,17524.9,1.07947,1.88171,0.79855,1.13104,0.82252,0.7673,0.84328,0.57584,0.85404,0.74914,0.83809,0.56681,0.97782,1.84896,0.80464,1.18761,0.0009176,0.0009176,0.0009176
166,17629.4,1.0843,1.91602,0.78462,1.12515,0.81821,0.75511,0.84348,0.58456,0.82539,0.76173,0.83512,0.55432,0.92947,2.00308,0.8169,1.15302,0.000911,0.000911,0.000911
167,17733.4,1.0601,1.90973,0.80105,1.13312,0.84338,0.7064,0.83886,0.58514,0.84403,0.69757,0.81799,0.5467,0.9528,2.00246,0.83172,1.17793,0.0009044,0.0009044,0.0009044
168,17839,1.09016,1.93211,0.78318,1.12876,0.83954,0.74614,0.84928,0.59328,0.83061,0.73607,0.83602,0.56352,0.95361,2.0274,0.80782,1.16526,0.0008978,0.0008978,0.0008978
169,17945.7,1.04471,1.7939,0.7337,1.08706,0.82257,0.78146,0.854,0.59932,0.81765,0.77704,0.85125,0.57482,0.91964,2.08537,0.77303,1.13526,0.0008912,0.0008912,0.0008912
170,18050.7,1.04654,1.87767,0.79434,1.11471,0.85447,0.78366,0.86184,0.58915,0.86915,0.79249,0.86982,0.58027,0.9442,1.90132,0.80253,1.14349,0.0008846,0.0008846,0.0008846
171,18156.6,1.03114,1.84413,0.76229,1.09967,0.84925,0.76821,0.8659,0.59267,0.8479,0.78587,0.86672,0.57563,0.93606,1.96558,0.84523,1.14753,0.000878,0.000878,0.000878
172,18262.1,1.08703,1.92574,0.77439,1.11242,0.84006,0.77483,0.86788,0.6079,0.85031,0.78999,0.87301,0.58543,0.9528,1.88013,0.81544,1.15076,0.0008714,0.0008714,0.0008714
173,18367.4,1.07127,1.94066,0.77621,1.13636,0.85486,0.75055,0.86854,0.6173,0.86474,0.75717,0.8695,0.58807,0.88499,1.83053,0.80524,1.13364,0.0008648,0.0008648,0.0008648
174,18472.2,1.0938,1.95974,0.83981,1.14508,0.79728,0.78587,0.85994,0.60173,0.81546,0.79029,0.85776,0.57562,0.9079,1.74435,0.80594,1.13553,0.0008582,0.0008582,0.0008582
175,18578.6,1.05822,1.93183,0.78042,1.11732,0.82494,0.78017,0.86342,0.60037,0.82362,0.79372,0.86419,0.56056,0.90245,1.83479,0.7853,1.15549,0.0008516,0.0008516,0.0008516
176,18683.2,1.05317,1.80179,0.76859,1.1079,0.84472,0.75654,0.85785,0.59972,0.84325,0.7638,0.85721,0.57094,0.90203,1.81286,0.77366,1.13068,0.000845,0.000845,0.000845
177,18786.7,1.06514,1.93166,0.7946,1.13544,0.78426,0.8105,0.86459,0.60825,0.8743,0.75233,0.86542,0.59049,0.91184,1.74322,0.75629,1.14125,0.0008384,0.0008384,0.0008384
178,18890,1.04815,1.89183,0.78703,1.11345,0.81764,0.75717,0.86143,0.60223,0.82577,0.7638,0.85744,0.5775,0.89555,1.85043,0.78162,1.12647,0.0008318,0.0008318,0.0008318
179,18995.2,1.07773,1.94868,0.79559,1.13799,0.82467,0.7351,0.84737,0.6083,0.8228,0.73289,0.84547,0.56041,0.86511,1.76748,0.77202,1.10885,0.0008252,0.0008252,0.0008252
180,19100.5,1.07696,1.90284,0.78383,1.11738,0.7979,0.75824,0.82824,0.57282,0.79132,0.76821,0.83425,0.52671,0.85362,1.65842,0.78508,1.0937,0.0008186,0.0008186,0.0008186
181,19206.8,1.08614,1.93655,0.82096,1.14962,0.78042,0.76159,0.81948,0.55159,0.77364,0.75497,0.80995,0.50914,0.90178,1.70871,0.80353,1.10893,0.000812,0.000812,0.000812
182,19310.6,1.05585,1.87692,0.78222,1.12186,0.83137,0.74834,0.84636,0.59754,0.85567,0.77263,0.86818,0.57869,0.89912,1.7521,0.77725,1.13606,0.0008054,0.0008054,0.0008054
183,19415.4,1.03873,1.83601,0.794,1.12519,0.86124,0.73731,0.84929,0.58644,0.8747,0.74834,0.86323,0.58253,0.96505,1.78767,0.79077,1.16972,0.0007988,0.0007988,0.0007988
184,19520.2,1.06606,1.8643,0.79408,1.12482,0.82443,0.77263,0.85217,0.58638,0.82498,0.78587,0.85219,0.55588,0.90576,1.81364,0.79255,1.12595,0.0007922,0.0007922,0.0007922
185,19624.4,1.08268,1.9504,0.81136,1.15125,0.82379,0.774,0.8513,0.59795,0.83814,0.78874,0.86566,0.56648,0.90579,1.81609,0.79763,1.13814,0.0007856,0.0007856,0.0007856
186,19732.5,1.11971,2.05198,0.81677,1.15671,0.84554,0.76159,0.85434,0.60234,0.85241,0.76821,0.86487,0.58351,0.96842,1.75178,0.82925,1.17924,0.000779,0.000779,0.000779
187,19841.3,1.06283,1.86374,0.77825,1.12031,0.86365,0.74105,0.85068,0.60916,0.87348,0.76201,0.8647,0.59497,0.88237,1.68295,0.75575,1.129,0.0007724,0.0007724,0.0007724
188,19947.1,1.0486,1.84277,0.76164,1.0961,0.84637,0.766,0.86398,0.61106,0.83463,0.80219,0.86398,0.58891,0.86774,1.79255,0.71597,1.10539,0.0007658,0.0007658,0.0007658
189,20054.3,1.0648,1.93217,0.78679,1.12861,0.82684,0.75497,0.85374,0.60986,0.82043,0.78146,0.85649,0.57372,0.88053,1.84576,0.74192,1.1185,0.0007592,0.0007592,0.0007592
190,20158.6,1.01964,1.81614,0.7846,1.11216,0.82536,0.75055,0.85176,0.6128,0.83337,0.75717,0.84926,0.57273,0.85364,1.78107,0.7578,1.12286,0.0007526,0.0007526,0.0007526
191,20262.2,1.03105,1.88067,0.78176,1.13767,0.83126,0.75055,0.86619,0.61666,0.84838,0.766,0.87044,0.58481,0.87055,1.80049,0.74971,1.12927,0.000746,0.000746,0.000746
192,20366.4,1.03789,1.83498,0.78251,1.12528,0.80403,0.77042,0.86127,0.60773,0.84636,0.77042,0.8659,0.57463,0.89873,1.73454,0.76052,1.14823,0.0007394,0.0007394,0.0007394
193,20471.5,0.98515,1.74859,0.73511,1.095,0.85186,0.75717,0.86265,0.60337,0.86052,0.76265,0.86131,0.57837,0.90414,1.65295,0.73183,1.14345,0.0007328,0.0007328,0.0007328
194,20576.3,1.045,1.86957,0.77386,1.13845,0.83148,0.78423,0.86028,0.61193,0.83329,0.78344,0.85615,0.57758,0.87302,1.73895,0.73259,1.11887,0.0007262,0.0007262,0.0007262
195,20681.7,1.06494,1.90602,0.79295,1.13171,0.81818,0.80574,0.86152,0.60633,0.82027,0.78808,0.85578,0.58728,0.90204,1.64084,0.74118,1.11151,0.0007196,0.0007196,0.0007196
196,20787.7,1.04173,1.87243,0.78538,1.12597,0.81045,0.77396,0.85025,0.60519,0.7993,0.78146,0.83895,0.57268,0.85655,1.70302,0.73205,1.10358,0.000713,0.000713,0.000713
197,20891.7,0.99171,1.75919,0.74173,1.09688,0.77609,0.83398,0.85557,0.598,0.76554,0.82171,0.84173,0.58043,0.87492,1.60964,0.74639,1.12727,0.0007064,0.0007064,0.0007064
198,20995.3,1.01702,1.84936,0.78894,1.1363,0.78409,0.77925,0.85392,0.60445,0.76542,0.80132,0.8438,0.58225,0.89921,1.59738,0.74014,1.14642,0.0006998,0.0006998,0.0006998
199,21098.4,1.05828,1.84049,0.76776,1.12362,0.777,0.73951,0.82103,0.59013,0.7604,0.77042,0.82298,0.55785,0.8711,1.69433,0.77147,1.12118,0.0006932,0.0006932,0.0006932
200,21201.6,0.9861,1.75378,0.73944,1.10382,0.76657,0.78294,0.84094,0.59711,0.77161,0.78808,0.84261,0.54572,0.85538,1.77272,0.74745,1.11864,0.0006866,0.0006866,0.0006866
201,21307.2,1.02995,1.86118,0.74525,1.09547,0.78494,0.74834,0.84173,0.5927,0.78999,0.75276,0.84688,0.55667,0.86522,1.80949,0.74598,1.118,0.00068,0.00068,0.00068
202,21412.5,1.05794,1.98617,0.77429,1.13674,0.77088,0.79912,0.85155,0.59581,0.80427,0.78918,0.85446,0.57404,0.90959,1.79504,0.75915,1.15999,0.0006734,0.0006734,0.0006734
203,21518.1,1.08076,1.98971,0.80421,1.12672,0.80648,0.78197,0.86034,0.60402,0.87095,0.74614,0.85987,0.57743,0.88863,1.66658,0.73717,1.15398,0.0006668,0.0006668,0.0006668
204,21623.7,1.05429,1.90099,0.7644,1.10156,0.82515,0.7638,0.85353,0.60686,0.83966,0.77704,0.86663,0.58022,0.85416,1.6945,0.74046,1.12459,0.0006602,0.0006602,0.0006602
205,21730.8,1.03938,1.8208,0.75431,1.10268,0.82558,0.79411,0.85935,0.6048,0.83247,0.80073,0.86593,0.58104,0.88718,1.72427,0.74636,1.1397,0.0006536,0.0006536,0.0006536
206,21836.4,1.06604,1.97695,0.79385,1.12,0.78285,0.79249,0.84714,0.59603,0.82538,0.7826,0.86085,0.57675,0.88899,1.74502,0.75606,1.13751,0.000647,0.000647,0.000647
207,21941.1,1.03815,1.87869,0.76445,1.09288,0.76924,0.77268,0.83369,0.58677,0.78351,0.78296,0.83822,0.56746,0.92686,1.79412,0.80662,1.16288,0.0006404,0.0006404,0.0006404
208,22046.3,1.04076,1.87965,0.76509,1.11174,0.7643,0.79912,0.84204,0.59728,0.78921,0.80173,0.85386,0.5769,0.88589,1.84771,0.81478,1.14687,0.0006338,0.0006338,0.0006338
209,22152.4,1.04305,1.86374,0.73859,1.11596,0.80195,0.77483,0.85753,0.61512,0.83225,0.77704,0.8662,0.58715,0.85187,1.73301,0.7616,1.11473,0.0006272,0.0006272,0.0006272
210,22256.3,1.01248,1.82817,0.74584,1.11757,0.83071,0.75276,0.85547,0.62043,0.8486,0.76821,0.86477,0.59479,0.8416,1.64093,0.77806,1.09724,0.0006206,0.0006206,0.0006206
211,22362.4,1.09173,1.98863,0.80664,1.14823,0.80891,0.78494,0.85714,0.61707,0.84853,0.78146,0.86761,0.59687,0.82844,1.63178,0.77726,1.08893,0.000614,0.000614,0.000614
212,22465.9,0.96951,1.69,0.73584,1.08109,0.79282,0.80251,0.85925,0.62297,0.79686,0.81678,0.8694,0.59282,0.83862,1.6828,0.75567,1.09912,0.0006074,0.0006074,0.0006074
213,22574.1,1.05331,1.90731,0.78864,1.12202,0.81138,0.78818,0.86265,0.6206,0.82877,0.79029,0.86934,0.58879,0.82027,1.71152,0.7489,1.09353,0.0006008,0.0006008,0.0006008
214,22678,1.0194,1.83245,0.76496,1.11938,0.83087,0.77263,0.86143,0.62577,0.84578,0.77481,0.86224,0.58569,0.81864,1.76716,0.7996,1.09836,0.0005942,0.0005942,0.0005942
215,22783,1.04361,1.82981,0.75801,1.10916,0.80684,0.78808,0.85981,0.61017,0.80572,0.78366,0.85327,0.57092,0.85426,1.65458,0.78037,1.09703,0.0005876,0.0005876,0.0005876
216,22887.6,1.02493,1.81359,0.77543,1.10258,0.82277,0.75497,0.86349,0.61449,0.83437,0.78146,0.86763,0.5873,0.85032,1.72116,0.7957,1.10556,0.000581,0.000581,0.000581
217,22994.8,1.08989,1.95934,0.77264,1.10997,0.83992,0.76442,0.86362,0.61439,0.84852,0.77483,0.86578,0.60227,0.86406,1.67511,0.75623,1.10719,0.0005744,0.0005744,0.0005744
218,23100.2,1.07666,1.86473,0.77,1.13187,0.81988,0.76369,0.86269,0.61405,0.81165,0.77925,0.85372,0.59436,0.8756,1.60936,0.72582,1.10413,0.0005678,0.0005678,0.0005678
219,23205.5,1.01534,1.7786,0.73373,1.10425,0.83422,0.77483,0.86791,0.61406,0.84611,0.78587,0.86769,0.60036,0.8432,1.66349,0.76001,1.10264,0.0005612,0.0005612,0.0005612
220,23313.2,1.05412,1.91548,0.76145,1.11812,0.82852,0.77263,0.86251,0.60374,0.83208,0.77664,0.86191,0.59367,0.86957,1.74567,0.77349,1.12343,0.0005546,0.0005546,0.0005546
221,23421.7,1.02118,1.82675,0.72416,1.09776,0.78703,0.8076,0.86275,0.61379,0.80171,0.81217,0.86597,0.59359,0.86941,1.75253,0.76806,1.11155,0.000548,0.000548,0.000548
222,23529.6,1.00418,1.76744,0.71094,1.08831,0.84084,0.766,0.86099,0.61453,0.85374,0.77263,0.87032,0.58803,0.85292,1.79488,0.77811,1.11154,0.0005414,0.0005414,0.0005414
223,23637.3,1.02277,1.80359,0.73621,1.09614,0.8369,0.77023,0.85491,0.60866,0.84546,0.7947,0.87048,0.57502,0.87471,1.86944,0.79318,1.11381,0.0005348,0.0005348,0.0005348
224,23743.8,0.98565,1.74599,0.71392,1.06887,0.8234,0.78587,0.84956,0.60626,0.82725,0.79281,0.86104,0.57971,0.89389,1.86699,0.76089,1.13595,0.0005282,0.0005282,0.0005282
225,23850.8,1.05126,1.87644,0.76795,1.10706,0.82283,0.77918,0.85218,0.60556,0.82698,0.79134,0.86088,0.58307,0.89647,1.77893,0.76911,1.12379,0.0005216,0.0005216,0.0005216
226,23957.5,1.02263,1.87446,0.73624,1.10307,0.81672,0.77714,0.86445,0.61407,0.8593,0.75497,0.86579,0.59233,0.84096,1.70363,0.7573,1.10706,0.000515,0.000515,0.000515
227,24065.5,1.06341,1.89359,0.74195,1.11031,0.76718,0.81472,0.86002,0.60967,0.82275,0.77704,0.85766,0.58755,0.87508,1.73156,0.78458,1.14367,0.0005084,0.0005084,0.0005084
228,24171.5,1.0183,1.80396,0.7491,1.10318,0.81548,0.77483,0.86138,0.61412,0.82245,0.78146,0.85805,0.59077,0.88166,1.71956,0.79496,1.14194,0.0005018,0.0005018,0.0005018
229,24277.3,0.98308,1.75208,0.71186,1.09983,0.81835,0.76579,0.85546,0.61911,0.81956,0.77483,0.85903,0.58614,0.86738,1.7388,0.767,1.13112,0.0004952,0.0004952,0.0004952
230,24385.5,1.02911,1.82265,0.71509,1.08877,0.80417,0.77053,0.84909,0.61346,0.81108,0.77715,0.855,0.58131,0.86847,1.64418,0.76478,1.11603,0.0004886,0.0004886,0.0004886
231,24491.9,1.02302,1.80458,0.72747,1.09112,0.82005,0.76455,0.85558,0.61807,0.84584,0.76308,0.85354,0.58627,0.84356,1.65473,0.76075,1.12257,0.000482,0.000482,0.000482
232,24599.3,0.99449,1.74064,0.69554,1.08375,0.84155,0.75038,0.85729,0.60739,0.82939,0.78146,0.86249,0.59212,0.87499,1.68924,0.72952,1.12836,0.0004754,0.0004754,0.0004754
233,24705.1,0.99739,1.76728,0.74441,1.09391,0.82942,0.78366,0.86459,0.60649,0.83642,0.79029,0.8709,0.59461,0.89969,1.69364,0.70929,1.12396,0.0004688,0.0004688,0.0004688
234,24810,0.95338,1.64798,0.7025,1.07643,0.84277,0.77263,0.86453,0.61265,0.86848,0.77704,0.87472,0.6066,0.85603,1.63084,0.71186,1.08516,0.0004622,0.0004622,0.0004622
235,24917,0.99758,1.78244,0.73497,1.10311,0.8364,0.7638,0.85536,0.61106,0.84148,0.79684,0.86786,0.60433,0.86127,1.6233,0.70994,1.08048,0.0004556,0.0004556,0.0004556
236,25025.1,1.02436,1.80837,0.71406,1.09672,0.83249,0.757,0.85431,0.62383,0.84706,0.78366,0.8714,0.60327,0.80789,1.61752,0.71459,1.07223,0.000449,0.000449,0.000449
237,25132.1,1.0181,1.80752,0.71384,1.0833,0.82422,0.75559,0.85349,0.61904,0.81337,0.79912,0.86111,0.59436,0.80996,1.63298,0.71699,1.07876,0.0004424,0.0004424,0.0004424
238,25238.7,0.96534,1.69409,0.69837,1.08588,0.78377,0.79029,0.84952,0.60969,0.79949,0.80353,0.85792,0.59161,0.82812,1.64011,0.74013,1.09188,0.0004358,0.0004358,0.0004358
239,25346.5,0.99097,1.73506,0.71908,1.08113,0.79127,0.75717,0.84348,0.61102,0.80345,0.77483,0.85472,0.59152,0.82544,1.62787,0.75736,1.09163,0.0004292,0.0004292,0.0004292
240,25453.4,1.0321,1.84167,0.75534,1.10713,0.84842,0.72898,0.85361,0.61767,0.85613,0.7356,0.85472,0.59507,0.82945,1.5736,0.73365,1.07216,0.0004226,0.0004226,0.0004226
241,25560.9,1.00299,1.77801,0.72641,1.10154,0.81779,0.79261,0.86432,0.62267,0.82825,0.79842,0.87413,0.60949,0.85417,1.52594,0.70964,1.09815,0.000416,0.000416,0.000416
242,25666.5,1.03021,1.79657,0.74777,1.10562,0.82571,0.78366,0.86664,0.63229,0.83257,0.79691,0.87149,0.60993,0.8021,1.53514,0.68984,1.07058,0.0004094,0.0004094,0.0004094
243,25775.4,1.00439,1.76411,0.68783,1.07379,0.79316,0.8042,0.86956,0.63822,0.84809,0.77925,0.87422,0.61644,0.79658,1.53782,0.68304,1.06039,0.0004028,0.0004028,0.0004028
244,25879.5,1.01698,1.78585,0.78862,1.13555,0.77281,0.79596,0.86307,0.62989,0.8375,0.77366,0.8746,0.61526,0.84034,1.65763,0.71098,1.0897,0.0003962,0.0003962,0.0003962
245,25983.9,0.99327,1.68947,0.69369,1.07278,0.78133,0.80574,0.8656,0.62813,0.7976,0.81772,0.87361,0.6154,0.83728,1.70522,0.71361,1.09625,0.0003896,0.0003896,0.0003896
246,26092.5,1.00784,1.79354,0.73226,1.09293,0.81633,0.74614,0.8655,0.62051,0.83179,0.7638,0.86813,0.60795,0.82065,1.70763,0.72517,1.10442,0.000383,0.000383,0.000383
247,26199.5,1.001,1.761,0.70264,1.09782,0.8331,0.74927,0.86238,0.61613,0.85372,0.766,0.86447,0.61105,0.85435,1.6586,0.71552,1.09952,0.0003764,0.0003764,0.0003764
248,26304.7,0.98884,1.78389,0.70199,1.08289,0.83338,0.74393,0.85935,0.62344,0.83855,0.76159,0.85868,0.60947,0.8563,1.61502,0.72182,1.10105,0.0003698,0.0003698,0.0003698
249,26416.1,1.03511,1.80393,0.73062,1.0928,0.84232,0.75276,0.86984,0.63406,0.84932,0.75901,0.86721,0.61803,0.83604,1.6281,0.71332,1.10138,0.0003632,0.0003632,0.0003632
250,26522.9,0.95324,1.67002,0.67149,1.06611,0.84763,0.76821,0.87691,0.64028,0.84674,0.76821,0.87383,0.62154,0.82275,1.62183,0.69806,1.0934,0.0003566,0.0003566,0.0003566
251,26633.1,0.98495,1.74703,0.72277,1.09436,0.85053,0.75369,0.8724,0.63182,0.85173,0.76159,0.87471,0.6129,0.82916,1.62319,0.70996,1.08456,0.00035,0.00035,0.00035
252,26738.7,0.99983,1.75974,0.69836,1.08062,0.81465,0.78146,0.86826,0.63298,0.82368,0.78808,0.87318,0.60853,0.82624,1.57198,0.71681,1.07723,0.0003434,0.0003434,0.0003434
253,26843.2,0.97884,1.74935,0.71949,1.0846,0.82034,0.77615,0.86261,0.62871,0.84,0.77925,0.86841,0.61553,0.83105,1.53872,0.72718,1.07642,0.0003368,0.0003368,0.0003368
254,26945.6,0.92763,1.67923,0.69658,1.07713,0.83767,0.76324,0.86266,0.62984,0.84367,0.77437,0.86823,0.61687,0.83763,1.54513,0.73175,1.08127,0.0003302,0.0003302,0.0003302
255,27053.4,1.02075,1.84907,0.72855,1.10193,0.85685,0.766,0.87076,0.63362,0.86794,0.77704,0.87303,0.61914,0.83868,1.5812,0.72208,1.08476,0.0003236,0.0003236,0.0003236
256,27159.9,0.97811,1.74376,0.69397,1.07643,0.87214,0.75497,0.88315,0.63758,0.89076,0.77042,0.88548,0.6305,0.85247,1.55708,0.69612,1.09258,0.000317,0.000317,0.000317
