epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,95.1582,1.20508,0.84885,0.00681,0.83452,0.73951,0.82147,0.55271,1.04562,0.87763,0.0116,0.00183764,0.00183764,0.00183764
43,97.3939,1.2187,0.81971,0.00667,0.8266,0.74172,0.8335,0.58029,0.99405,0.77143,0.01137,0.00183368,0.00183368,0.00183368
44,99.6111,1.24857,0.83928,0.00681,0.84444,0.75494,0.84121,0.58443,0.94918,0.74696,0.01067,0.00182972,0.00182972,0.00182972
45,101.826,1.1666,0.80504,0.00655,0.82761,0.73127,0.83299,0.57731,0.94064,0.78653,0.01042,0.00182576,0.00182576,0.00182576
46,104.198,1.17511,0.79737,0.00704,0.88758,0.6777,0.81791,0.57712,0.91692,0.79346,0.0109,0.0018218,0.0018218,0.0018218
47,106.41,1.13288,0.75717,0.00633,0.74418,0.80574,0.82771,0.54298,1.05293,0.80127,0.01139,0.00181784,0.00181784,0.00181784
48,108.617,1.16528,0.81605,0.00676,0.81609,0.77388,0.83414,0.55566,0.94347,0.81387,0.00979,0.00181388,0.00181388,0.00181388
49,110.816,1.21253,0.86456,0.00715,0.79593,0.78146,0.84603,0.56742,0.9704,0.78607,0.01028,0.00180992,0.00180992,0.00180992
50,113.048,1.12828,0.8227,0.00621,0.81621,0.73951,0.83807,0.56725,1.0345,0.73583,0.01131,0.00180596,0.00180596,0.00180596
51,115.276,1.21079,0.83529,0.00655,0.8599,0.71302,0.84282,0.57151,1.02706,0.72979,0.01125,0.001802,0.001802,0.001802
