epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,97.6328,1.53479,3.64298,2.97809,1.55831,0,0.02953,0.84106,0.26354,0.11769,0.02814,0.80132,0.19785,0.07485,1.11346,2.4884,2.83945,1.13106,0,0.00022,0.00022,0.00022
